candidate_id,batch_id,request_id,job_position,job_category,prajabatan_batch,ojt_start_date,ojt_end_date,unit_placement,region,mentor,ojt_status,employment_status
C01578,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 38,On Going,On OJT
C01580,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 44,Completed,Permanent
C01582,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 60,On Going,On OJT
C01583,B090,REQ0006,Finance Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 19,On Going,On OJT
C01585,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 29,On Going,On OJT
C01588,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 51,On Going,On OJT
C01589,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 72,On Going,On OJT
C01592,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 51,Completed,Permanent
C01593,B091,REQ0018,Legal Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 69,Completed,Permanent
C01599,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 48,Completed,Permanent
C01600,B091,REQ0019,Supply Chain Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 34,Completed,Permanent
C01603,B090,REQ0007,HR Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 48,Completed,Permanent
C01604,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 30,Completed,Permanent
C01605,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 80,Completed,Permanent
C01606,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 72,On Going,On OJT
C01609,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 79,Completed,Permanent
C01615,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 9,Completed,Permanent
C01616,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 60,Completed,Permanent
C01621,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 39,On Going,On OJT
C01624,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 15,Completed,Permanent
C01628,B091,REQ0020,Corporate Communication,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 5,Completed,Permanent
C01630,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 64,Completed,Permanent
C01631,B091,REQ0016,Finance Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 31,Completed,Permanent
C01632,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 18,On Going,On OJT
C01633,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 48,Completed,Permanent
C01634,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 70,Completed,Permanent
C01635,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 20,Completed,Permanent
C01640,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 13,On Going,On OJT
C01641,B090,REQ0008,Legal Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 79,On Going,On OJT
C01642,B090,REQ0009,Supply Chain Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 36,Completed,Permanent
C01645,B090,REQ0010,Corporate Communication,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 48,Completed,Permanent
C01647,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 57,Completed,Permanent
C01648,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 47,On Going,On OJT
C01649,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 48,Completed,Permanent
C01652,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 46,Completed,Permanent
C01654,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 36,Completed,Permanent
C01657,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 16,Completed,Permanent
C01660,B090,REQ0006,Finance Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 59,On Going,On OJT
C01668,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 28,Completed,Permanent
C01669,B091,REQ0017,HR Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 77,Completed,Permanent
C01670,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 7,Resigned,Candidate Withdrawn
C01671,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 32,On Going,On OJT
C01677,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 73,Resigned,Candidate Withdrawn
C01680,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 71,Completed,Permanent
C01687,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 28,Completed,Permanent
C01688,B090,REQ0007,HR Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 30,On Going,On OJT
C01693,B090,REQ0008,Legal Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 19,Completed,Permanent
C01696,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 77,On Going,On OJT
C01704,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 19,Completed,Permanent
C01706,B090,REQ0009,Supply Chain Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 70,Resigned,Candidate Withdrawn
C01708,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 23,Completed,Permanent
C01712,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 4,Completed,Permanent
C01718,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 46,Completed,Permanent
C01723,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 31,On Going,On OJT
C01725,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 3,Completed,Permanent
C01727,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 7,Completed,Permanent
C01729,B091,REQ0018,Legal Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 54,Completed,Permanent
C01731,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 9,Completed,Permanent
C01735,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 47,Completed,Permanent
C01737,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 14,Completed,Permanent
C01739,B091,REQ0019,Supply Chain Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 29,Completed,Permanent
C01740,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 6,On Going,On OJT
C01743,B090,REQ0010,Corporate Communication,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 67,Completed,Permanent
C01753,B091,REQ0020,Corporate Communication,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 4,Completed,Permanent
C01754,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 62,Completed,Permanent
C01758,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 55,On Going,On OJT
C01760,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 63,Completed,Permanent
C01761,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 57,Completed,Permanent
C01765,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 11,Completed,Permanent
C01766,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 19,Completed,Permanent
C01768,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 36,Completed,Permanent
C01775,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 75,Completed,Permanent
C01781,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 42,Completed,Permanent
C01784,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 77,Completed,Permanent
C01790,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 59,Completed,Permanent
C01793,B091,REQ0016,Finance Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 56,Completed,Permanent
C01794,B091,REQ0017,HR Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 15,Completed,Permanent
C01796,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 71,On Going,On OJT
C01797,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 28,Completed,Permanent
C01798,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 30,Completed,Permanent
C01799,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 59,Completed,Permanent
C01802,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 13,Completed,Permanent
C01804,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 41,Completed,Permanent
C01805,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 48,Completed,Permanent
C01806,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 61,On Going,On OJT
C01809,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 11,Completed,Permanent
C01810,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 13,Completed,Permanent
C01811,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 48,Completed,Permanent
C01812,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 72,On Going,On OJT
C01822,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 72,Completed,Permanent
C01823,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 16,Completed,Permanent
C01825,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 55,Completed,Permanent
C01827,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 7,On Going,On OJT
C01828,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 77,On Going,On OJT
C01833,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 14,Completed,Permanent
C01834,B091,REQ0018,Legal Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 28,Completed,Permanent
C01837,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 62,Completed,Permanent
C01843,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 14,Completed,Permanent
C01849,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 72,Completed,Permanent
C01853,B091,REQ0019,Supply Chain Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 36,Completed,Permanent
C01854,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 55,Completed,Permanent
C01857,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 80,On Going,On OJT
C01858,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 72,Completed,Permanent
C01859,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 35,Completed,Permanent
C01862,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 35,Completed,Permanent
C01863,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 40,Completed,Permanent
C01864,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 45,On Going,On OJT
C01877,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 19,Completed,Permanent
C01879,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 52,Completed,Permanent
C01880,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 4,Completed,Permanent
C01882,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 68,Completed,Permanent
C01884,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 54,Completed,Permanent
C01887,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 21,Completed,Permanent
C01889,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 42,Completed,Permanent
C01894,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 73,On Going,On OJT
C01902,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 7,Completed,Permanent
C01903,B091,REQ0020,Corporate Communication,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 80,Completed,Permanent
C01908,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 11,Completed,Permanent
C01913,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 55,Completed,Permanent
C01916,B091,REQ0016,Finance Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 57,Completed,Permanent
C01917,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 28,Completed,Permanent
C01919,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 15,On Going,On OJT
C01923,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 15,Completed,Permanent
C01927,B091,REQ0017,HR Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 76,Completed,Permanent
C01928,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 40,Completed,Permanent
C01930,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 51,Completed,Permanent
C01934,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 8,Resigned,Candidate Withdrawn
C01935,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 39,Completed,Permanent
C01936,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 18,On Going,On OJT
C01941,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 38,On Going,On OJT
C01944,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 1,Completed,Permanent
C01951,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 56,Completed,Permanent
C01953,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 49,Completed,Permanent
C01958,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 30,Completed,Permanent
C01959,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 46,Completed,Permanent
C01963,B091,REQ0018,Legal Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 6,Completed,Permanent
C01965,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 59,Completed,Permanent
C01966,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 41,On Going,On OJT
C01968,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 74,Completed,Permanent
C01971,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 54,Completed,Permanent
C01975,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 52,Completed,Permanent
C01977,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 42,Completed,Permanent
C01982,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 80,Completed,Permanent
C01986,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 47,Completed,Permanent
C01990,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 14,Completed,Permanent
C01991,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 76,Completed,Permanent
C01993,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 11,Completed,Permanent
C01997,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 40,Completed,Permanent
C01999,B091,REQ0019,Supply Chain Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 29,Completed,Permanent
C02000,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 22,Completed,Permanent
C02001,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 15,Completed,Permanent
C02003,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 25,Completed,Permanent
C02006,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 45,On Going,On OJT
C02009,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 19,Completed,Permanent
C02012,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 19,Completed,Permanent
C02017,B091,REQ0020,Corporate Communication,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 23,Completed,Permanent
C02022,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 10,Completed,Permanent
C02023,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 64,Completed,Permanent
C02024,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 73,Completed,Permanent
C02027,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 58,On Going,On OJT
C02030,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 73,Completed,Permanent
C02037,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 80,Completed,Permanent
C02040,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 41,Completed,Permanent
C02042,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 9,Completed,Permanent
C02044,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 39,Completed,Permanent
C02049,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 76,On Going,On OJT
C02050,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 65,Completed,Permanent
C02051,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 60,Completed,Permanent
C02054,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 8,Completed,Permanent
C02057,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 37,Completed,Permanent
C02061,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 12,Completed,Permanent
C02064,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 65,Completed,Permanent
C02068,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 75,Completed,Permanent
C02072,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 6,Completed,Permanent
C02077,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 74,Completed,Permanent
C02084,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 42,Completed,Permanent
C02085,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 65,Completed,Permanent
