pasca_id,pendaftaran_id,kandidat_id,profesi_id,gelombang_id,tahap_kode,urutan,tanggal_mulai,tanggal_selesai,status,progres,pemilik_proses,sistem_sumber
36512,REG0162131,127786,F00064,G2022-008,pengumuman_akhir,7,2022-08-31,2022-08-31,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36513,REG0162131,127786,F00064,G2022-008,ttd_kontrak,8,2022-09-15,2022-09-15,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36514,REG0162131,127786,F00064,G2022-008,samapta,9,2022-10-09,2022-10-09,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36515,REG0162131,127786,F00064,G2022-008,pembidangan,10,2022-10-15,2022-10-15,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36516,REG0162131,127786,F00064,G2022-008,ojt,11,2022-10-20,2023-04-18,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36517,REG0162131,127786,F00064,G2022-008,ujian_ojt,12,2023-04-28,2023-04-28,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36518,REG0162131,127786,F00064,G2022-008,sk_penempatan,13,2023-05-13,2023-05-13,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36519,REG0162150,127803,F00165,G2024-087,pengumuman_akhir,7,2024-08-24,2024-08-24,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36520,REG0162150,127803,F00165,G2024-087,ttd_kontrak,8,2024-09-10,2024-09-10,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36521,REG0162150,127803,F00165,G2024-087,samapta,9,2024-10-01,2024-10-01,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36522,REG0162150,127803,F00165,G2024-087,pembidangan,10,2024-10-08,2024-10-08,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36523,REG0162150,127803,F00165,G2024-087,ojt,11,2024-10-13,2025-04-11,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36524,REG0162150,127803,F00165,G2024-087,ujian_ojt,12,2025-04-23,2025-04-23,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36525,REG0162150,127803,F00165,G2024-087,sk_penempatan,13,2025-05-06,2025-05-06,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36526,REG0162177,127823,F00217,G2025-092,pengumuman_akhir,7,2026-02-27,2026-02-27,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36527,REG0162177,127823,F00217,G2025-092,ttd_kontrak,8,2026-03-11,2026-03-11,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36528,REG0162177,127823,F00217,G2025-092,samapta,9,2026-04-10,2026-04-10,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36529,REG0162177,127823,F00217,G2025-092,pembidangan,10,2026-04-13,2026-04-13,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36530,REG0162177,127823,F00217,G2025-092,ojt,11,2026-04-18,2026-10-15,BERJALAN,0.8333,PUSDIKLAT,aplikasi Pusdiklat
36531,REG0162203,127843,F00006,G2019-070,pengumuman_akhir,7,2019-12-17,2019-12-17,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36532,REG0162203,127843,F00006,G2019-070,ttd_kontrak,8,2020-01-03,2020-01-03,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36533,REG0162203,127843,F00006,G2019-070,samapta,9,2020-01-18,2020-01-18,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36534,REG0162203,127843,F00006,G2019-070,pembidangan,10,2020-01-31,2020-01-31,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36535,REG0162203,127843,F00006,G2019-070,ojt,11,2020-02-05,2020-08-03,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36536,REG0162203,127843,F00006,G2019-070,ujian_ojt,12,2020-08-16,2020-08-16,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36537,REG0162203,127843,F00006,G2019-070,sk_penempatan,13,2020-08-28,2020-08-28,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36538,REG0162221,127857,F00192,G2025-091,pengumuman_akhir,7,2026-02-13,2026-02-13,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36539,REG0162221,127857,F00192,G2025-091,ttd_kontrak,8,2026-02-28,2026-02-28,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36540,REG0162221,127857,F00192,G2025-091,samapta,9,2026-03-21,2026-03-21,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36541,REG0162221,127857,F00192,G2025-091,pembidangan,10,2026-03-30,2026-03-30,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36542,REG0162221,127857,F00192,G2025-091,ojt,11,2026-04-04,2026-10-01,BERJALAN,0.9111,PUSDIKLAT,aplikasi Pusdiklat
36543,REG0162261,127887,F00175,G2024-087,pengumuman_akhir,7,2024-08-24,2024-08-24,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36544,REG0162261,127887,F00175,G2024-087,ttd_kontrak,8,2024-09-04,2024-09-04,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36545,REG0162261,127887,F00175,G2024-087,samapta,9,2024-10-07,2024-10-07,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36546,REG0162261,127887,F00175,G2024-087,pembidangan,10,2024-10-08,2024-10-08,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36547,REG0162261,127887,F00175,G2024-087,ojt,11,2024-10-13,2025-04-11,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36548,REG0162261,127887,F00175,G2024-087,ujian_ojt,12,2025-04-24,2025-04-24,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36549,REG0162261,127887,F00175,G2024-087,sk_penempatan,13,2025-05-06,2025-05-06,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36550,REG0162280,127905,F00004,G2019-070,pengumuman_akhir,7,2019-12-17,2019-12-17,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36551,REG0162280,127905,F00004,G2019-070,ttd_kontrak,8,2019-12-29,2019-12-29,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36552,REG0162280,127905,F00004,G2019-070,samapta,9,2020-01-26,2020-01-26,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36553,REG0162280,127905,F00004,G2019-070,pembidangan,10,2020-01-31,2020-01-31,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36554,REG0162280,127905,F00004,G2019-070,ojt,11,2020-02-05,2020-08-03,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36555,REG0162280,127905,F00004,G2019-070,ujian_ojt,12,2020-08-17,2020-08-17,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36556,REG0162280,127905,F00004,G2019-070,sk_penempatan,13,2020-08-28,2020-08-28,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36557,REG0162292,127914,F00075,G2022-079,pengumuman_akhir,7,2023-04-19,2023-04-19,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36558,REG0162292,127914,F00075,G2022-079,ttd_kontrak,8,2023-05-07,2023-05-07,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36559,REG0162292,127914,F00075,G2022-079,samapta,9,2023-05-26,2023-05-26,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36560,REG0162292,127914,F00075,G2022-079,pembidangan,10,2023-06-03,2023-06-03,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36561,REG0162292,127914,F00075,G2022-079,ojt,11,2023-06-08,2023-12-05,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36562,REG0162292,127914,F00075,G2022-079,ujian_ojt,12,2023-12-18,2023-12-18,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36563,REG0162292,127914,F00075,G2022-079,sk_penempatan,13,2023-12-30,2023-12-30,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36564,REG0162295,127916,F00152,G2023-086,pengumuman_akhir,7,2024-03-18,2024-03-18,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36565,REG0162295,127916,F00152,G2023-086,ttd_kontrak,8,2024-04-05,2024-04-05,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36566,REG0162295,127916,F00152,G2023-086,samapta,9,2024-04-18,2024-04-18,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36567,REG0162295,127916,F00152,G2023-086,pembidangan,10,2024-05-02,2024-05-02,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36568,REG0162295,127916,F00152,G2023-086,ojt,11,2024-05-07,2024-11-03,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36569,REG0162295,127916,F00152,G2023-086,ujian_ojt,12,2024-11-11,2024-11-11,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36570,REG0162295,127916,F00152,G2023-086,sk_penempatan,13,2024-11-28,2024-11-28,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36571,REG0162301,127921,F00164,G2024-087,pengumuman_akhir,7,2024-08-24,2024-08-24,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36572,REG0162301,127921,F00164,G2024-087,ttd_kontrak,8,2024-09-13,2024-09-13,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36573,REG0162301,127921,F00164,G2024-087,samapta,9,2024-10-01,2024-10-01,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36574,REG0162301,127921,F00164,G2024-087,pembidangan,10,2024-10-08,2024-10-08,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36575,REG0162301,127921,F00164,G2024-087,ojt,11,2024-10-13,2025-04-11,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36576,REG0162301,127921,F00164,G2024-087,ujian_ojt,12,2025-04-17,2025-04-17,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36577,REG0162301,127921,F00164,G2024-087,sk_penempatan,13,2025-05-06,2025-05-06,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36578,REG0162348,127957,F00127,G2023-081,pengumuman_akhir,7,2023-10-25,2023-10-25,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36579,REG0162348,127957,F00127,G2023-081,ttd_kontrak,8,2023-11-13,2023-11-13,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36580,REG0162348,127957,F00127,G2023-081,samapta,9,2023-11-26,2023-11-26,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36581,REG0162348,127957,F00127,G2023-081,pembidangan,10,2023-12-09,2023-12-09,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36582,REG0162348,127957,F00127,G2023-081,ojt,11,2023-12-14,2024-06-11,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36583,REG0162348,127957,F00127,G2023-081,ujian_ojt,12,2024-06-22,2024-06-22,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36584,REG0162348,127957,F00127,G2023-081,sk_penempatan,13,2024-07-06,2024-07-06,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36585,REG0162361,127966,F00058,G2020-074,pengumuman_akhir,7,2021-06-03,2021-06-03,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36586,REG0162361,127966,F00058,G2020-074,ttd_kontrak,8,2021-06-19,2021-06-19,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36587,REG0162361,127966,F00058,G2020-074,samapta,9,2021-07-17,2021-07-17,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36588,REG0162361,127966,F00058,G2020-074,pembidangan,10,2021-07-18,2021-07-18,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36589,REG0162361,127966,F00058,G2020-074,ojt,11,2021-07-23,2022-01-19,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36590,REG0162361,127966,F00058,G2020-074,ujian_ojt,12,2022-01-31,2022-01-31,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36591,REG0162361,127966,F00058,G2020-074,sk_penempatan,13,2022-02-13,2022-02-13,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36592,REG0162384,127982,F00175,G2024-087,pengumuman_akhir,7,2024-08-24,2024-08-24,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36593,REG0162384,127982,F00175,G2024-087,ttd_kontrak,8,2024-09-06,2024-09-06,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36594,REG0162384,127982,F00175,G2024-087,samapta,9,2024-10-07,2024-10-07,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36595,REG0162384,127982,F00175,G2024-087,pembidangan,10,2024-10-08,2024-10-08,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36596,REG0162384,127982,F00175,G2024-087,ojt,11,2024-10-13,2025-04-11,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36597,REG0162384,127982,F00175,G2024-087,ujian_ojt,12,2025-04-23,2025-04-23,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36598,REG0162384,127982,F00175,G2024-087,sk_penempatan,13,2025-05-06,2025-05-06,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36599,REG0162445,128033,F00135,G2023-082,pengumuman_akhir,7,2023-12-09,2023-12-09,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36600,REG0162445,128033,F00135,G2023-082,ttd_kontrak,8,2023-12-31,2023-12-31,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36601,REG0162445,128033,F00135,G2023-082,samapta,9,2024-01-20,2024-01-20,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36602,REG0162445,128033,F00135,G2023-082,pembidangan,10,2024-01-23,2024-01-23,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36603,REG0162445,128033,F00135,G2023-082,ojt,11,2024-01-28,2024-07-26,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36604,REG0162445,128033,F00135,G2023-082,ujian_ojt,12,2024-08-04,2024-08-04,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36605,REG0162445,128033,F00135,G2023-082,sk_penempatan,13,2024-08-20,2024-08-20,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36606,REG0162466,128048,F00226,G2025-092,pengumuman_akhir,7,2026-02-27,2026-02-27,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36607,REG0162466,128048,F00226,G2025-092,ttd_kontrak,8,2026-03-16,2026-03-16,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36608,REG0162466,128048,F00226,G2025-092,samapta,9,2026-04-07,2026-04-07,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36609,REG0162466,128048,F00226,G2025-092,pembidangan,10,2026-04-13,2026-04-13,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36610,REG0162466,128048,F00226,G2025-092,ojt,11,2026-04-18,2026-10-15,BERJALAN,0.8333,PUSDIKLAT,aplikasi Pusdiklat
36611,REG0162475,128053,F00217,G2025-092,pengumuman_akhir,7,2026-02-27,2026-02-27,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36612,REG0162475,128053,F00217,G2025-092,ttd_kontrak,8,2026-03-22,2026-03-22,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36613,REG0162475,128053,F00217,G2025-092,samapta,9,2026-04-10,2026-04-10,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36614,REG0162475,128053,F00217,G2025-092,pembidangan,10,2026-04-13,2026-04-13,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36615,REG0162475,128053,F00217,G2025-092,ojt,11,2026-04-18,2026-10-15,BERJALAN,0.8333,PUSDIKLAT,aplikasi Pusdiklat
36616,REG0162513,128086,F00134,G2023-082,pengumuman_akhir,7,2023-12-09,2023-12-09,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36617,REG0162513,128086,F00134,G2023-082,ttd_kontrak,8,2023-12-27,2023-12-27,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36618,REG0162513,128086,F00134,G2023-082,samapta,9,2024-01-10,2024-01-10,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36619,REG0162513,128086,F00134,G2023-082,pembidangan,10,2024-01-23,2024-01-23,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36620,REG0162513,128086,F00134,G2023-082,ojt,11,2024-01-28,2024-07-26,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36621,REG0162513,128086,F00134,G2023-082,ujian_ojt,12,2024-08-10,2024-08-10,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36622,REG0162513,128086,F00134,G2023-082,sk_penempatan,13,2024-08-20,2024-08-20,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36623,REG0162525,128094,F00136,G2023-082,pengumuman_akhir,7,2023-12-09,2023-12-09,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36624,REG0162525,128094,F00136,G2023-082,ttd_kontrak,8,2023-12-28,2023-12-28,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36625,REG0162525,128094,F00136,G2023-082,samapta,9,2024-01-13,2024-01-13,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36626,REG0162525,128094,F00136,G2023-082,pembidangan,10,2024-01-23,2024-01-23,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36627,REG0162525,128094,F00136,G2023-082,ojt,11,2024-01-28,2024-07-26,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36628,REG0162525,128094,F00136,G2023-082,ujian_ojt,12,2024-08-01,2024-08-01,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36629,REG0162525,128094,F00136,G2023-082,sk_penempatan,13,2024-08-20,2024-08-20,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36630,REG0162533,128100,F00063,G2022-008,pengumuman_akhir,7,2022-08-31,2022-08-31,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36631,REG0162533,128100,F00063,G2022-008,ttd_kontrak,8,2022-09-17,2022-09-17,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36632,REG0162533,128100,F00063,G2022-008,samapta,9,2022-10-06,2022-10-06,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36633,REG0162533,128100,F00063,G2022-008,pembidangan,10,2022-10-15,2022-10-15,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36634,REG0162533,128100,F00063,G2022-008,ojt,11,2022-10-20,2023-04-18,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36635,REG0162533,128100,F00063,G2022-008,ujian_ojt,12,2023-04-26,2023-04-26,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36636,REG0162533,128100,F00063,G2022-008,sk_penempatan,13,2023-05-13,2023-05-13,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36637,REG0162534,128101,F00216,G2025-092,pengumuman_akhir,7,2026-02-27,2026-02-27,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36638,REG0162534,128101,F00216,G2025-092,ttd_kontrak,8,2026-03-21,2026-03-21,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36639,REG0162534,128101,F00216,G2025-092,samapta,9,2026-04-09,2026-04-09,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36640,REG0162534,128101,F00216,G2025-092,pembidangan,10,2026-04-13,2026-04-13,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36641,REG0162534,128101,F00216,G2025-092,ojt,11,2026-04-18,2026-10-15,BERJALAN,0.8333,PUSDIKLAT,aplikasi Pusdiklat
36642,REG0162540,128106,F00129,G2023-082,pengumuman_akhir,7,2023-12-09,2023-12-09,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36643,REG0162540,128106,F00129,G2023-082,ttd_kontrak,8,2023-12-20,2023-12-20,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36644,REG0162540,128106,F00129,G2023-082,samapta,9,2024-01-13,2024-01-13,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36645,REG0162540,128106,F00129,G2023-082,pembidangan,10,2024-01-23,2024-01-23,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36646,REG0162540,128106,F00129,G2023-082,ojt,11,2024-01-28,2024-07-26,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36647,REG0162540,128106,F00129,G2023-082,ujian_ojt,12,2024-08-01,2024-08-01,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36648,REG0162540,128106,F00129,G2023-082,sk_penempatan,13,2024-08-20,2024-08-20,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36649,REG0162541,128107,F00123,G2023-081,pengumuman_akhir,7,2023-10-25,2023-10-25,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36650,REG0162541,128107,F00123,G2023-081,ttd_kontrak,8,2023-11-06,2023-11-06,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36651,REG0162541,128107,F00123,G2023-081,samapta,9,2023-12-04,2023-12-04,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36652,REG0162541,128107,F00123,G2023-081,pembidangan,10,2023-12-09,2023-12-09,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36653,REG0162541,128107,F00123,G2023-081,ojt,11,2023-12-14,2024-06-11,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36654,REG0162541,128107,F00123,G2023-081,ujian_ojt,12,2024-06-17,2024-06-17,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36655,REG0162541,128107,F00123,G2023-081,sk_penempatan,13,2024-07-06,2024-07-06,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36656,REG0162546,128111,F00174,G2024-087,pengumuman_akhir,7,2024-08-24,2024-08-24,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36657,REG0162546,128111,F00174,G2024-087,ttd_kontrak,8,2024-09-10,2024-09-10,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36658,REG0162546,128111,F00174,G2024-087,samapta,9,2024-09-30,2024-09-30,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36659,REG0162546,128111,F00174,G2024-087,pembidangan,10,2024-10-08,2024-10-08,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36660,REG0162546,128111,F00174,G2024-087,ojt,11,2024-10-13,2025-04-11,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36661,REG0162546,128111,F00174,G2024-087,ujian_ojt,12,2025-04-17,2025-04-17,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36662,REG0162546,128111,F00174,G2024-087,sk_penempatan,13,2025-05-06,2025-05-06,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36663,REG0162553,128115,F00175,G2024-087,pengumuman_akhir,7,2024-08-24,2024-08-24,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36664,REG0162553,128115,F00175,G2024-087,ttd_kontrak,8,2024-09-10,2024-09-10,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36665,REG0162553,128115,F00175,G2024-087,samapta,9,2024-09-24,2024-09-24,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36666,REG0162553,128115,F00175,G2024-087,pembidangan,10,2024-10-08,2024-10-08,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36667,REG0162553,128115,F00175,G2024-087,ojt,11,2024-10-13,2025-04-11,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36668,REG0162553,128115,F00175,G2024-087,ujian_ojt,12,2025-04-20,2025-04-20,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36669,REG0162553,128115,F00175,G2024-087,sk_penempatan,13,2025-05-06,2025-05-06,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36670,REG0162554,128116,F00175,G2024-087,pengumuman_akhir,7,2024-08-24,2024-08-24,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36671,REG0162554,128116,F00175,G2024-087,ttd_kontrak,8,2024-09-10,2024-09-10,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36672,REG0162554,128116,F00175,G2024-087,samapta,9,2024-09-27,2024-09-27,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36673,REG0162554,128116,F00175,G2024-087,pembidangan,10,2024-10-08,2024-10-08,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36674,REG0162554,128116,F00175,G2024-087,ojt,11,2024-10-13,2025-04-11,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36675,REG0162554,128116,F00175,G2024-087,ujian_ojt,12,2025-04-17,2025-04-17,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36676,REG0162554,128116,F00175,G2024-087,sk_penempatan,13,2025-05-06,2025-05-06,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36677,REG0162581,128139,F00152,G2023-086,pengumuman_akhir,7,2024-03-18,2024-03-18,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36678,REG0162581,128139,F00152,G2023-086,ttd_kontrak,8,2024-04-05,2024-04-05,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36679,REG0162581,128139,F00152,G2023-086,samapta,9,2024-04-19,2024-04-19,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36680,REG0162581,128139,F00152,G2023-086,pembidangan,10,2024-05-02,2024-05-02,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36681,REG0162581,128139,F00152,G2023-086,ojt,11,2024-05-07,2024-11-03,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36682,REG0162581,128139,F00152,G2023-086,ujian_ojt,12,2024-11-11,2024-11-11,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36683,REG0162581,128139,F00152,G2023-086,sk_penempatan,13,2024-11-28,2024-11-28,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36684,REG0162604,128154,F00189,G2025-091,pengumuman_akhir,7,2026-02-13,2026-02-13,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36685,REG0162604,128154,F00189,G2025-091,ttd_kontrak,8,2026-03-08,2026-03-08,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36686,REG0162604,128154,F00189,G2025-091,samapta,9,2026-03-26,2026-03-26,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36687,REG0162604,128154,F00189,G2025-091,pembidangan,10,2026-03-30,2026-03-30,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
36688,REG0162604,128154,F00189,G2025-091,ojt,11,2026-04-04,2026-10-01,BERJALAN,0.9111,PUSDIKLAT,aplikasi Pusdiklat
36689,REG0162641,128185,F00219,G2025-092,pengumuman_akhir,7,2026-02-27,2026-02-27,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
36690,REG0162641,128185,F00219,G2025-092,ttd_kontrak,8,2026-03-16,2026-03-16,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
