kandidat_id,kategori_sertifikasi,tahun,skor
297100,Pelatihan Bahasa,2023,72
297100,Microsoft Office,2022,66
297100,Microsoft Office,2022,79
297108,Sertifikat Kompetensi,2022,96
297108,Sertifikasi K3,2022,
297109,Sertifikat Kompetensi,2023,71
297114,IELTS,2024,76
297114,Pelatihan Bahasa,2024,96
297118,Sertifikasi K3,2024,
297118,TOEFL,2024,74
297123,Sertifikat Kompetensi,2021,73
297123,IELTS,2021,89
297123,Sertifikat Kompetensi,2023,89
297131,Sertifikat Kompetensi,2022,76
297131,TOEIC,2021,63
297131,TOEIC,2021,83
297134,TOEFL,2017,77
297136,Sertifikat Kompetensi,2021,67
297136,Sertifikat Kompetensi,2022,60
297137,Sertifikat Kompetensi,2023,71
297137,Sertifikasi K3,2022,
297141,Microsoft Office,2023,83
297141,IELTS,2024,89
297141,Microsoft Office,2024,90
297142,IELTS,2023,61
297142,Microsoft Office,2022,65
297142,Sertifikat Kompetensi,2024,96
297156,TOEIC,2019,61
297157,Sertifikasi K3,2024,
297157,Microsoft Office,2025,79
297164,TOEFL,2022,73
297164,TOEIC,2024,60
297166,TOEFL,2023,85
297188,Microsoft Office,2021,91
297188,Microsoft Office,2021,62
297188,Pelatihan Bahasa,2022,81
297189,IELTS,2021,93
297189,IELTS,2022,68
297189,Sertifikat Kompetensi,2020,86
297201,TOEFL,2022,83
297201,TOEFL,2024,97
297202,IELTS,2022,81
297202,Pelatihan Bahasa,2022,96
297202,Sertifikat Kompetensi,2022,62
297210,TOEFL,2023,77
297210,Microsoft Office,2025,76
297213,Sertifikasi K3,2023,
297220,Sertifikat Kompetensi,2020,89
297220,TOEFL,2021,95
297220,TOEIC,2022,96
297223,Sertifikat Kompetensi,2023,61
297238,Sertifikasi K3,2023,
297238,Sertifikasi K3,2022,
297240,TOEIC,2022,99
297245,TOEFL,2022,90
297245,Microsoft Office,2022,99
297245,Sertifikat Kompetensi,2022,63
297249,TOEFL,2019,71
297249,TOEIC,2019,94
297250,TOEIC,2020,71
297250,Sertifikat Kompetensi,2020,66
297250,Microsoft Office,2020,63
297254,Sertifikasi K3,2024,
297254,TOEIC,2022,68
297257,Microsoft Office,2024,84
297263,Pelatihan Bahasa,2022,98
297263,TOEIC,2021,77
297263,TOEIC,2021,94
297265,Sertifikasi K3,2023,
297271,TOEFL,2025,90
297271,IELTS,2025,91
297282,Sertifikasi K3,2024,
297282,Sertifikasi K3,2024,
297285,Sertifikat Kompetensi,2021,62
297285,Sertifikasi K3,2023,
297294,IELTS,2022,85
297296,Sertifikat Kompetensi,2023,83
297296,TOEFL,2021,94
297297,Sertifikat Kompetensi,2020,67
297301,Sertifikat Kompetensi,2022,86
297301,Sertifikat Kompetensi,2024,89
297301,Pelatihan Bahasa,2023,90
297304,TOEFL,2022,79
297314,TOEFL,2020,70
297314,Microsoft Office,2020,95
297314,Pelatihan Bahasa,2021,91
297315,Pelatihan Bahasa,2024,97
297327,IELTS,2025,64
297327,Sertifikasi K3,2024,
297328,IELTS,2025,92
297328,IELTS,2025,63
297328,TOEFL,2024,74
297339,Pelatihan Bahasa,2024,75
297339,Sertifikat Kompetensi,2022,83
297341,Pelatihan Bahasa,2023,87
297341,TOEIC,2024,90
297341,Sertifikasi K3,2025,
297344,TOEIC,2021,91
297350,Microsoft Office,2021,93
297350,TOEIC,2022,94
297356,TOEIC,2017,88
297359,Sertifikasi K3,2023,
297359,Microsoft Office,2023,66
297359,Pelatihan Bahasa,2025,95
297362,Sertifikasi K3,2025,
297362,Microsoft Office,2023,75
297362,Sertifikasi K3,2025,
297366,TOEIC,2022,67
297366,IELTS,2021,60
297366,IELTS,2021,83
297367,TOEFL,2025,88
297370,Sertifikat Kompetensi,2025,73
297370,TOEIC,2025,88
297370,Pelatihan Bahasa,2023,97
297371,Sertifikasi K3,2023,
297372,Sertifikasi K3,2017,
297372,Pelatihan Bahasa,2018,81
297373,TOEIC,2023,92
297373,Sertifikasi K3,2023,
297375,TOEIC,2024,65
297375,IELTS,2024,87
297375,Microsoft Office,2024,75
297377,Pelatihan Bahasa,2023,96
297377,IELTS,2025,62
297377,TOEFL,2025,65
297380,Pelatihan Bahasa,2025,62
297380,Sertifikat Kompetensi,2024,72
297380,Pelatihan Bahasa,2023,80
297381,Sertifikasi K3,2025,
297383,TOEIC,2023,76
297400,Sertifikat Kompetensi,2025,61
297402,Sertifikat Kompetensi,2021,70
297402,IELTS,2022,62
297402,TOEIC,2021,95
297412,Sertifikasi K3,2022,
297412,IELTS,2023,99
297414,Sertifikasi K3,2023,
297420,Microsoft Office,2024,96
297423,Microsoft Office,2023,65
297423,Sertifikat Kompetensi,2024,81
297433,Pelatihan Bahasa,2023,65
297433,TOEIC,2025,60
297443,IELTS,2025,85
297443,IELTS,2024,63
297453,IELTS,2023,77
297453,TOEIC,2022,80
297453,Microsoft Office,2022,90
297457,Microsoft Office,2022,88
297457,TOEIC,2022,79
297458,Sertifikat Kompetensi,2018,71
297460,IELTS,2022,74
297460,Microsoft Office,2022,81
297460,IELTS,2021,83
297481,TOEFL,2023,71
297481,TOEIC,2023,76
297484,Pelatihan Bahasa,2022,64
297488,TOEFL,2023,68
297495,Sertifikat Kompetensi,2024,78
297495,Pelatihan Bahasa,2023,76
297497,TOEFL,2022,67
297497,IELTS,2022,89
297502,IELTS,2022,69
297505,Microsoft Office,2022,94
297505,Sertifikat Kompetensi,2023,94
297507,TOEIC,2021,93
297507,TOEIC,2021,90
297516,IELTS,2025,65
297516,TOEIC,2024,92
297516,Microsoft Office,2023,69
297517,Microsoft Office,2023,78
297517,Pelatihan Bahasa,2021,88
297517,IELTS,2021,70
297521,Microsoft Office,2025,81
297523,Sertifikasi K3,2025,
297527,Microsoft Office,2024,94
297527,Pelatihan Bahasa,2022,72
297527,Microsoft Office,2022,72
297533,IELTS,2021,91
297533,Sertifikasi K3,2021,
297534,TOEIC,2017,63
297534,Microsoft Office,2019,97
297537,Pelatihan Bahasa,2025,96
297540,Pelatihan Bahasa,2022,85
297540,Sertifikat Kompetensi,2023,74
297542,Pelatihan Bahasa,2022,71
297542,TOEIC,2022,61
297552,Sertifikasi K3,2023,
297552,Pelatihan Bahasa,2023,92
297555,IELTS,2023,60
297555,Microsoft Office,2023,95
297555,TOEIC,2022,78
297563,Pelatihan Bahasa,2025,65
297567,TOEFL,2024,78
297573,IELTS,2025,69
297573,Pelatihan Bahasa,2025,97
297581,IELTS,2021,68
297582,TOEFL,2022,80
297584,Sertifikat Kompetensi,2021,97
297584,TOEIC,2021,68
297584,Sertifikasi K3,2020,
297591,TOEIC,2021,79
297600,IELTS,2024,86
297600,TOEFL,2024,85
297607,TOEFL,2023,78
297607,Microsoft Office,2023,71
297607,Pelatihan Bahasa,2024,69
297610,Pelatihan Bahasa,2023,79
297620,Pelatihan Bahasa,2023,85
297622,Sertifikasi K3,2025,
297622,IELTS,2024,67
297622,Microsoft Office,2023,89
297623,TOEIC,2024,62
297627,TOEFL,2022,84
297627,TOEFL,2021,95
297629,IELTS,2024,99
297661,TOEFL,2023,88
297667,Sertifikasi K3,2021,
297668,Sertifikasi K3,2024,
297668,Microsoft Office,2024,76
297668,TOEFL,2025,63
297670,Pelatihan Bahasa,2025,60
297670,Microsoft Office,2025,87
297678,IELTS,2023,82
297678,Microsoft Office,2023,69
297679,Microsoft Office,2025,92
297679,Sertifikat Kompetensi,2024,81
297680,Sertifikasi K3,2020,
297697,IELTS,2019,82
297697,TOEFL,2018,82
297700,Sertifikasi K3,2021,
297705,Sertifikasi K3,2024,
297708,IELTS,2024,95
297708,IELTS,2022,85
297708,TOEFL,2022,67
297711,TOEIC,2023,64
297714,Microsoft Office,2023,93
297714,Pelatihan Bahasa,2023,99
297716,Sertifikat Kompetensi,2024,83
297716,Pelatihan Bahasa,2024,75
297716,Pelatihan Bahasa,2022,60
297720,Microsoft Office,2019,90
297725,Microsoft Office,2021,78
297725,Pelatihan Bahasa,2021,66
297727,Microsoft Office,2021,88
297727,Pelatihan Bahasa,2021,86
297727,TOEIC,2021,82
297728,TOEIC,2023,67
297728,TOEIC,2025,72
297728,Sertifikat Kompetensi,2024,96
297729,TOEIC,2023,88
297732,Pelatihan Bahasa,2023,81
297739,Sertifikat Kompetensi,2023,78
297739,Pelatihan Bahasa,2025,68
297741,Pelatihan Bahasa,2024,96
297741,Sertifikat Kompetensi,2025,68
297744,TOEFL,2023,74
297744,Pelatihan Bahasa,2025,61
297744,Pelatihan Bahasa,2025,98
297746,Sertifikasi K3,2023,
297746,TOEFL,2022,95
297748,Sertifikat Kompetensi,2017,92
297748,Microsoft Office,2019,85
297748,Pelatihan Bahasa,2018,89
297750,Microsoft Office,2023,70
297750,TOEFL,2022,92
297750,Sertifikasi K3,2023,
297752,Pelatihan Bahasa,2021,79
297752,IELTS,2021,81
297752,Sertifikasi K3,2021,
297758,Sertifikasi K3,2023,
297758,TOEFL,2023,61
297761,TOEFL,2023,83
297764,Sertifikat Kompetensi,2022,81
297764,Microsoft Office,2024,85
297764,Sertifikasi K3,2024,
297767,TOEIC,2022,92
297767,Sertifikasi K3,2023,
297767,IELTS,2022,65
297776,IELTS,2019,85
297783,Sertifikasi K3,2020,
297783,Microsoft Office,2021,91
297783,TOEIC,2021,66
297785,TOEIC,2020,94
297785,TOEIC,2021,84
297785,TOEIC,2020,75
297793,IELTS,2023,72
297801,Microsoft Office,2022,85
297801,Pelatihan Bahasa,2022,78
297801,IELTS,2021,61
297802,Microsoft Office,2023,80
297802,Pelatihan Bahasa,2022,65
297802,TOEIC,2022,93
297804,Sertifikat Kompetensi,2022,74
297813,IELTS,2023,88
297816,Microsoft Office,2022,72
297820,TOEIC,2025,69
297820,Sertifikasi K3,2024,
297823,TOEFL,2024,87
297823,TOEIC,2024,73
297823,IELTS,2025,96
297835,Microsoft Office,2023,81
297835,TOEIC,2022,81
297836,Sertifikat Kompetensi,2024,79
297836,Microsoft Office,2024,92
297839,TOEIC,2022,78
297842,TOEIC,2021,99
297842,Pelatihan Bahasa,2022,94
297845,TOEFL,2022,80
297854,IELTS,2021,75
297858,TOEIC,2023,92
297858,TOEFL,2025,72
297858,Pelatihan Bahasa,2025,76
297861,IELTS,2020,81
297861,Pelatihan Bahasa,2021,69
297861,TOEIC,2020,81
297862,TOEFL,2021,94
297862,TOEFL,2020,63
297862,Microsoft Office,2022,75
297864,TOEFL,2024,77
297866,Sertifikat Kompetensi,2025,61
297866,Microsoft Office,2024,73
297866,TOEFL,2024,78
297877,Sertifikat Kompetensi,2023,74
297877,Pelatihan Bahasa,2022,71
297880,Sertifikat Kompetensi,2025,64
297880,TOEIC,2023,84
297880,Sertifikat Kompetensi,2025,91
297882,IELTS,2024,63
297882,Pelatihan Bahasa,2024,96
297882,Sertifikat Kompetensi,2024,90
297885,TOEIC,2025,81
297885,Microsoft Office,2024,87
297886,TOEFL,2021,68
297886,Microsoft Office,2022,74
297889,Microsoft Office,2022,70
297889,Sertifikat Kompetensi,2023,65
297890,IELTS,2022,83
297896,TOEIC,2023,74
297896,IELTS,2023,64
297897,TOEFL,2020,76
297897,Pelatihan Bahasa,2020,68
297900,Sertifikat Kompetensi,2023,76
297900,IELTS,2025,77
297909,Sertifikasi K3,2024,
297909,TOEIC,2024,94
297910,TOEFL,2024,99
297910,Sertifikasi K3,2023,
297910,TOEIC,2025,60
297920,TOEIC,2022,85
297920,TOEFL,2022,87
297927,Sertifikat Kompetensi,2020,64
297928,TOEIC,2021,91
297928,IELTS,2022,86
297929,TOEFL,2022,94
297929,TOEFL,2023,83
297929,Microsoft Office,2022,66
297930,TOEFL,2022,88
297930,Sertifikat Kompetensi,2021,69
297933,Pelatihan Bahasa,2021,67
297934,TOEIC,2022,60
297934,Pelatihan Bahasa,2023,88
297945,Microsoft Office,2024,77
297948,TOEIC,2021,89
297948,IELTS,2021,83
297950,IELTS,2024,68
297950,Microsoft Office,2024,79
297954,Sertifikat Kompetensi,2023,74
297954,Pelatihan Bahasa,2024,92
297960,IELTS,2020,90
297961,Sertifikasi K3,2025,
297969,Sertifikasi K3,2023,
297974,Pelatihan Bahasa,2022,99
297976,TOEFL,2024,85
297976,TOEIC,2022,77
297976,TOEIC,2024,75
297977,Pelatihan Bahasa,2024,70
297977,TOEIC,2023,72
297978,IELTS,2024,79
297978,Microsoft Office,2024,69
297979,Microsoft Office,2023,94
297979,Sertifikat Kompetensi,2025,93
297982,Microsoft Office,2022,88
297982,IELTS,2023,98
297984,TOEIC,2021,92
297988,TOEIC,2024,97
297990,Microsoft Office,2024,86
297990,Sertifikat Kompetensi,2024,92
298001,Sertifikasi K3,2023,
298005,Sertifikat Kompetensi,2022,67
298008,TOEFL,2024,78
298011,TOEFL,2022,61
298012,IELTS,2023,70
298019,Pelatihan Bahasa,2023,60
298021,TOEFL,2021,78
298024,Pelatihan Bahasa,2023,70
298025,Pelatihan Bahasa,2023,79
298031,Sertifikasi K3,2021,
298031,Microsoft Office,2023,65
298031,Microsoft Office,2023,93
298046,Microsoft Office,2023,90
298046,Sertifikat Kompetensi,2021,84
298046,Sertifikat Kompetensi,2023,70
298047,Sertifikasi K3,2023,
298047,Sertifikat Kompetensi,2022,96
298047,IELTS,2022,96
298048,TOEIC,2022,78
298048,TOEFL,2022,83
298052,Microsoft Office,2023,74
298052,TOEIC,2021,86
298055,TOEFL,2024,92
298055,Sertifikasi K3,2024,
298055,Pelatihan Bahasa,2023,74
298056,Sertifikat Kompetensi,2021,69
298069,Pelatihan Bahasa,2025,99
298079,IELTS,2021,98
298080,Sertifikasi K3,2021,
298084,Sertifikat Kompetensi,2021,84
298084,TOEIC,2022,72
298084,TOEIC,2021,72
298085,Sertifikasi K3,2023,
298085,Pelatihan Bahasa,2024,84
298087,TOEIC,2023,91
298087,Microsoft Office,2023,77
298087,Sertifikat Kompetensi,2023,66
298088,Pelatihan Bahasa,2023,67
298090,Pelatihan Bahasa,2024,87
298093,Microsoft Office,2025,84
298102,IELTS,2024,66
298102,IELTS,2025,72
298104,Sertifikasi K3,2023,
298107,Microsoft Office,2021,67
298107,TOEFL,2023,79
298108,IELTS,2024,73
298108,TOEFL,2024,64
298108,Sertifikat Kompetensi,2023,91
298109,Sertifikat Kompetensi,2022,66
298109,TOEFL,2024,61
298110,Pelatihan Bahasa,2024,71
298110,TOEFL,2022,83
298110,TOEFL,2024,70
298127,TOEFL,2023,94
298127,Pelatihan Bahasa,2023,77
298127,TOEIC,2022,73
298128,Microsoft Office,2024,66
298130,Microsoft Office,2024,68
298130,TOEIC,2023,73
298130,IELTS,2023,61
298135,TOEFL,2018,93
298135,Sertifikat Kompetensi,2018,67
298135,Pelatihan Bahasa,2019,96
298142,TOEIC,2020,88
298142,Sertifikasi K3,2022,
298142,TOEIC,2022,83
298145,Pelatihan Bahasa,2024,88
298145,Microsoft Office,2022,98
298148,TOEFL,2023,79
298152,Pelatihan Bahasa,2022,63
298152,Sertifikasi K3,2023,
298152,IELTS,2024,74
298161,TOEIC,2025,65
298162,TOEIC,2024,83
298164,Pelatihan Bahasa,2022,74
298164,TOEFL,2021,91
298176,Sertifikasi K3,2023,
298176,Microsoft Office,2021,84
298176,IELTS,2022,63
298177,Sertifikat Kompetensi,2024,61
298184,Sertifikat Kompetensi,2025,90
298187,Sertifikat Kompetensi,2023,78
298193,IELTS,2020,88
298193,TOEIC,2020,64
298195,IELTS,2025,96
298195,TOEFL,2023,87
298199,TOEFL,2022,60
298199,TOEIC,2021,69
298201,Sertifikat Kompetensi,2020,95
298201,IELTS,2020,97
298202,Sertifikasi K3,2022,
298202,TOEIC,2022,82
298202,TOEFL,2023,70
298218,Sertifikasi K3,2023,
298221,TOEIC,2021,84
298221,Microsoft Office,2021,90
298221,Microsoft Office,2023,92
298223,TOEFL,2022,91
298234,TOEFL,2024,74
298234,TOEFL,2024,63
298234,TOEIC,2025,66
298239,Sertifikat Kompetensi,2017,62
298239,Sertifikasi K3,2017,
298239,Sertifikat Kompetensi,2017,90
298244,Sertifikat Kompetensi,2025,84
298246,Microsoft Office,2022,76
298249,IELTS,2023,90
298254,TOEFL,2025,87
298254,Pelatihan Bahasa,2024,93
298254,Pelatihan Bahasa,2023,86
298264,Sertifikat Kompetensi,2023,60
298268,TOEIC,2023,90
298268,TOEIC,2023,85
298268,TOEFL,2023,95
298273,IELTS,2024,77
298273,TOEFL,2023,97
298273,TOEFL,2024,88
298276,Sertifikat Kompetensi,2025,96
298276,IELTS,2023,96
298276,Pelatihan Bahasa,2025,83
298278,Sertifikat Kompetensi,2024,98
298282,Pelatihan Bahasa,2023,88
298282,TOEFL,2024,77
298282,Sertifikat Kompetensi,2022,91
298285,IELTS,2022,81
298285,TOEFL,2021,71
298290,TOEIC,2022,99
298290,Sertifikat Kompetensi,2022,83
298293,Sertifikat Kompetensi,2024,79
298298,Microsoft Office,2019,74
298302,TOEFL,2023,65
298302,Sertifikat Kompetensi,2022,98
298305,TOEFL,2025,84
298305,Pelatihan Bahasa,2023,96
298305,Sertifikasi K3,2024,
298308,Sertifikat Kompetensi,2018,99
298308,Sertifikasi K3,2019,
298317,Sertifikasi K3,2023,
298317,TOEIC,2024,79
298319,Sertifikasi K3,2024,
298319,Pelatihan Bahasa,2023,66
298319,Sertifikasi K3,2025,
298321,Sertifikat Kompetensi,2025,86
298333,Sertifikat Kompetensi,2017,73
298340,TOEFL,2023,87
298340,Sertifikat Kompetensi,2023,76
298340,Sertifikasi K3,2023,
298342,TOEFL,2021,82
298350,Pelatihan Bahasa,2024,98
298350,Pelatihan Bahasa,2024,72
298357,TOEFL,2023,65
298357,IELTS,2024,83
298359,Microsoft Office,2022,94
298359,Microsoft Office,2022,69
298364,Sertifikasi K3,2025,
298366,Pelatihan Bahasa,2023,89
298366,Pelatihan Bahasa,2023,82
298366,Pelatihan Bahasa,2024,73
298369,TOEFL,2025,88
298369,Sertifikat Kompetensi,2023,83
298370,TOEFL,2023,88
298370,IELTS,2022,65
298370,IELTS,2022,76
298378,Sertifikat Kompetensi,2021,73
298381,TOEFL,2022,72
298381,Pelatihan Bahasa,2021,92
298383,TOEFL,2022,70
298383,IELTS,2021,62
298387,Sertifikasi K3,2023,
298387,IELTS,2021,91
298389,TOEIC,2022,65
298403,Sertifikat Kompetensi,2022,81
298412,IELTS,2022,72
298412,TOEFL,2021,65
298412,TOEIC,2023,95
298419,TOEFL,2024,72
298422,TOEIC,2024,84
298422,Sertifikasi K3,2024,
298422,TOEFL,2022,86
298427,IELTS,2023,74
298428,Sertifikasi K3,2021,
298429,Microsoft Office,2025,99
298429,Pelatihan Bahasa,2023,75
298430,TOEFL,2024,62
298430,Microsoft Office,2023,66
298430,Sertifikat Kompetensi,2024,90
298433,IELTS,2019,64
298435,Sertifikasi K3,2025,
298435,Sertifikat Kompetensi,2023,62
298444,TOEFL,2023,80
298444,TOEFL,2023,96
298450,Sertifikasi K3,2021,
298450,IELTS,2021,87
298450,TOEFL,2023,98
298451,Sertifikat Kompetensi,2021,78
298451,TOEIC,2021,82
298451,Microsoft Office,2021,61
298467,IELTS,2022,99
298467,Microsoft Office,2023,61
298467,Microsoft Office,2021,73
298469,Sertifikasi K3,2024,
298469,TOEFL,2022,61
298469,Pelatihan Bahasa,2022,80
298471,IELTS,2025,78
298471,Microsoft Office,2024,88
298475,Pelatihan Bahasa,2022,60
298475,Pelatihan Bahasa,2020,77
298483,Microsoft Office,2023,83
298483,Sertifikat Kompetensi,2022,70
298483,Pelatihan Bahasa,2021,98
298486,Sertifikat Kompetensi,2025,76
298488,TOEFL,2024,77
298488,Microsoft Office,2024,75
298488,TOEFL,2023,72
298490,TOEIC,2023,89
298496,TOEIC,2025,68
298496,TOEIC,2024,97
298496,Sertifikasi K3,2024,
298503,IELTS,2025,67
298513,TOEFL,2017,97
298513,Pelatihan Bahasa,2019,67
298517,TOEFL,2023,87
298517,Sertifikat Kompetensi,2022,84
298520,TOEIC,2018,77
298520,Sertifikat Kompetensi,2019,69
298522,IELTS,2021,98
298522,TOEFL,2021,84
298525,IELTS,2022,80
298525,Pelatihan Bahasa,2023,61
298528,Sertifikasi K3,2023,
298528,TOEIC,2024,88
298529,Microsoft Office,2023,80
298529,TOEIC,2023,73
298531,Sertifikat Kompetensi,2017,75
298537,Pelatihan Bahasa,2023,76
298538,IELTS,2023,95
298538,Sertifikat Kompetensi,2023,89
298540,TOEIC,2021,82
298540,IELTS,2021,73
298549,IELTS,2020,77
298549,Microsoft Office,2021,90
298549,TOEFL,2021,90
298554,Sertifikasi K3,2023,
298554,Microsoft Office,2023,65
298554,IELTS,2023,90
298555,Sertifikasi K3,2024,
298555,Sertifikat Kompetensi,2025,98
298555,Microsoft Office,2025,78
298557,Sertifikat Kompetensi,2020,91
298557,Microsoft Office,2021,62
298561,Sertifikat Kompetensi,2021,80
298561,Sertifikasi K3,2023,
298561,Sertifikasi K3,2021,
298562,TOEIC,2022,73
298562,IELTS,2022,93
298562,Sertifikasi K3,2022,
298576,Sertifikat Kompetensi,2022,97
298576,Sertifikat Kompetensi,2022,90
298576,TOEFL,2021,96
298578,Microsoft Office,2021,67
298578,Sertifikasi K3,2022,
298580,Sertifikasi K3,2017,
298583,IELTS,2025,94
298583,TOEIC,2023,67
298590,TOEIC,2022,61
298590,Sertifikat Kompetensi,2021,89
298590,Microsoft Office,2021,72
298593,Sertifikat Kompetensi,2022,79
298602,Sertifikat Kompetensi,2023,87
298607,TOEIC,2021,98
298607,IELTS,2020,73
298607,IELTS,2021,78
298618,Pelatihan Bahasa,2023,93
298620,Pelatihan Bahasa,2017,75
298620,Sertifikasi K3,2017,
298624,Pelatihan Bahasa,2021,80
298624,Microsoft Office,2022,82
298624,TOEIC,2021,78
298635,IELTS,2023,75
298635,IELTS,2021,75
298635,TOEFL,2021,96
298651,Microsoft Office,2022,68
298651,TOEIC,2022,67
298651,TOEIC,2021,66
298655,Sertifikasi K3,2024,
298660,TOEFL,2023,97
298660,Sertifikat Kompetensi,2024,99
298660,Sertifikat Kompetensi,2023,64
298662,IELTS,2023,67
298662,TOEIC,2023,97
298669,TOEIC,2022,69
298669,IELTS,2020,63
298669,Sertifikasi K3,2021,
298671,IELTS,2023,87
298674,Sertifikat Kompetensi,2025,62
298674,Microsoft Office,2024,78
298674,TOEIC,2025,64
298683,IELTS,2024,93
298683,Sertifikat Kompetensi,2023,63
298683,Microsoft Office,2024,93
298684,Sertifikasi K3,2025,
298684,Microsoft Office,2025,90
298684,TOEIC,2025,85
298685,Sertifikat Kompetensi,2022,79
298685,TOEIC,2023,76
298687,TOEIC,2023,79
298687,IELTS,2023,91
298687,IELTS,2025,98
298688,Pelatihan Bahasa,2021,64
298688,Pelatihan Bahasa,2021,93
298697,TOEIC,2022,83
298697,Sertifikasi K3,2022,
298697,Sertifikat Kompetensi,2021,99
298700,Pelatihan Bahasa,2024,74
298700,Sertifikat Kompetensi,2025,77
298700,Microsoft Office,2024,62
298707,Sertifikasi K3,2023,
298707,TOEIC,2023,88
298707,Sertifikat Kompetensi,2023,72
298717,IELTS,2023,83
298717,Sertifikasi K3,2023,
298718,IELTS,2022,83
298730,Sertifikat Kompetensi,2021,87
298730,TOEIC,2021,63
298730,IELTS,2020,81
298732,Sertifikat Kompetensi,2023,82
298732,Sertifikat Kompetensi,2023,95
298744,Sertifikasi K3,2022,
298744,IELTS,2023,98
298750,IELTS,2018,94
298750,TOEFL,2019,72
298753,Sertifikat Kompetensi,2023,79
298755,Microsoft Office,2023,73
298755,TOEFL,2023,93
298755,Sertifikat Kompetensi,2023,97
298765,Sertifikasi K3,2022,
298765,Microsoft Office,2022,68
298770,Pelatihan Bahasa,2022,95
298770,IELTS,2020,85
298770,Sertifikat Kompetensi,2021,97
298776,IELTS,2024,91
298776,Sertifikat Kompetensi,2025,69
298776,TOEIC,2023,77
298783,TOEFL,2024,95
298783,Sertifikasi K3,2022,
298783,Sertifikat Kompetensi,2023,75
298785,Sertifikasi K3,2023,
298785,IELTS,2024,69
298790,TOEIC,2022,93
298790,Sertifikasi K3,2022,
298790,Sertifikat Kompetensi,2021,81
298792,IELTS,2022,80
298792,Pelatihan Bahasa,2022,96
298792,Sertifikasi K3,2022,
298798,Pelatihan Bahasa,2023,97
298798,Pelatihan Bahasa,2022,86
298809,Pelatihan Bahasa,2023,85
298809,Sertifikasi K3,2023,
298809,TOEIC,2023,60
298810,TOEFL,2024,71
298812,Sertifikasi K3,2024,
298814,Sertifikasi K3,2025,
298814,Sertifikat Kompetensi,2024,97
298817,Microsoft Office,2025,87
298817,Microsoft Office,2025,77
298817,Sertifikasi K3,2023,
298824,Pelatihan Bahasa,2023,93
298824,IELTS,2022,64
298832,TOEFL,2021,61
298832,IELTS,2020,67
298833,TOEFL,2025,63
298834,TOEIC,2017,64
298834,Sertifikat Kompetensi,2019,78
298834,Sertifikasi K3,2017,
298839,Microsoft Office,2022,96
298839,TOEFL,2024,62
298839,Sertifikasi K3,2024,
298845,TOEFL,2022,79
298845,Pelatihan Bahasa,2021,82
298856,Microsoft Office,2021,90
298868,TOEFL,2024,63
298868,Pelatihan Bahasa,2025,68
298869,Microsoft Office,2020,83
298869,IELTS,2021,99
298871,Sertifikasi K3,2024,
298871,Sertifikat Kompetensi,2022,75
298871,Pelatihan Bahasa,2023,93
298880,Sertifikat Kompetensi,2023,85
298880,Sertifikat Kompetensi,2022,69
298880,IELTS,2021,81
298887,Sertifikat Kompetensi,2023,81
298894,Sertifikasi K3,2024,
298894,IELTS,2022,75
298897,TOEFL,2020,67
298912,TOEFL,2023,82
298914,Sertifikat Kompetensi,2022,94
298914,Sertifikasi K3,2021,
298914,TOEIC,2022,60
298915,Microsoft Office,2023,85
298918,IELTS,2023,91
298918,Microsoft Office,2025,91
298918,IELTS,2023,70
298927,IELTS,2024,97
298927,TOEFL,2024,67
298927,Sertifikasi K3,2023,
298928,Sertifikasi K3,2022,
298932,TOEFL,2024,68
298932,Sertifikat Kompetensi,2024,60
298937,TOEFL,2023,93
298942,Sertifikasi K3,2020,
298942,Sertifikasi K3,2021,
298942,TOEFL,2022,93
298947,Pelatihan Bahasa,2025,98
298951,Microsoft Office,2025,98
298951,Sertifikat Kompetensi,2024,80
298955,Pelatihan Bahasa,2025,63
298959,TOEFL,2024,98
298959,IELTS,2023,70
298964,Microsoft Office,2022,94
298964,TOEFL,2023,94
298967,Sertifikasi K3,2023,
298967,IELTS,2024,63
298967,Pelatihan Bahasa,2023,70
298972,Microsoft Office,2021,95
298972,Sertifikat Kompetensi,2021,63
298977,Sertifikasi K3,2023,
298984,TOEFL,2025,78
298984,TOEIC,2025,90
298991,Sertifikasi K3,2023,
298991,Pelatihan Bahasa,2022,80
298992,TOEIC,2023,60
298992,Sertifikat Kompetensi,2023,77
298995,Sertifikat Kompetensi,2025,69
298999,TOEFL,2017,93
298999,Microsoft Office,2018,75
299009,TOEFL,2022,74
299012,TOEFL,2021,94
299013,Microsoft Office,2023,80
299013,Microsoft Office,2024,68
299013,Sertifikasi K3,2024,
299020,TOEIC,2023,71
299020,TOEFL,2023,86
299020,Microsoft Office,2023,76
299025,Sertifikasi K3,2022,
299025,Sertifikat Kompetensi,2022,91
299025,Microsoft Office,2022,76
299028,TOEIC,2024,80
299030,Microsoft Office,2023,80
299041,TOEIC,2020,81
299041,Pelatihan Bahasa,2020,98
299041,TOEIC,2022,98
299051,IELTS,2023,77
299052,TOEFL,2024,87
299052,Sertifikasi K3,2022,
299052,Microsoft Office,2024,60
299053,Sertifikat Kompetensi,2023,80
299053,IELTS,2022,89
299054,Sertifikat Kompetensi,2024,60
299054,Sertifikat Kompetensi,2024,89
299059,Pelatihan Bahasa,2022,94
299066,Sertifikasi K3,2024,
299066,TOEIC,2023,90
299068,TOEIC,2024,92
299068,Sertifikasi K3,2024,
