penempatan_id,pendaftaran_id,kandidat_id,tahun_program,jenis_penempatan,status_sk,sub_bidang,bidang_pembidangan,updl_id,kode_grade,unit_induk,nama_posisi,perusahaan_subholding,sumber_penempatan
6096,REG0175011,137920,2019,INDUK,SUDAH,Komunikasi dan Umum,SDM,8216,G2,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,OFFICER LABORATORIUM,,TURUNAN
6097,REG0175044,137942,2024,INDUK,SUDAH,Perencanaan Sistem,Perencanaan Sistem,8214,G2,PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN KALIMANTAN,OFFICER PERENCANAAN DAN EVALUASI OPERASI SISTEM,,TURUNAN
6098,REG0175086,137977,2025,SUBHOLDING,BELUM,Transmisi dan Gardu Induk,Pembangkitan,8213,G1,,,IP,DIMODELKAN
6099,REG0175106,137990,2023,INDUK,SUDAH,Komunikasi dan Umum,SDM,8224,G1,PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN KALIMANTAN BAGIAN TIMUR,JUNIOR OFFICER PERIZINAN,,TURUNAN
6100,REG0175108,137992,2023,INDUK,SUDAH,Sumber Daya Manusia,SDM,8214,G2,PT PLN (PERSERO) PUSAT PENDIDIKAN DAN PELATIHAN (CORPORATE UNIVERSITY),OFFICER PENYELENGGARAAN PEMBELAJARAN NON TEKNIK,,TURUNAN
6101,REG0175120,138001,2023,INDUK,SUDAH,Komunikasi dan Umum,SDM,8215,G2,PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,OFFICER ADMINISTRASI DAN UMUM,,TURUNAN
6102,REG0175124,138005,2022,INDUK,SUDAH,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8224,G1,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,JUNIOR TECHNICIAN PEMELIHARAAN JARINGAN TRANSMISI,,TURUNAN
6103,REG0175152,138026,2025,INDUK,BELUM,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8217,G1,,,,DIMODELKAN
6104,REG0175167,138040,2025,SUBHOLDING,BELUM,Transmisi dan Gardu Induk,Manajemen Konstruksi dan Pengadaan,8214,G1,,,ND,DIMODELKAN
6105,REG0175217,138080,2022,SUBHOLDING,SUDAH,Teknologi Informasi,Manajemen Digital,8218,G2,,,ICON,DIMODELKAN
6106,REG0175222,138083,2025,INDUK,BELUM,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8217,G2,,,,DIMODELKAN
6107,REG0175223,138084,2025,SUBHOLDING,BELUM,Niaga dan Pemasaran,Keuangan,8213,G2,,,IP,DIMODELKAN
6108,REG0175268,138121,2025,INDUK,BELUM,Komunikasi dan Umum,SDM,8214,G2,,,,DIMODELKAN
6109,REG0175298,138143,2019,INDUK,SUDAH,Komunikasi dan Umum,SDM,8219,G3,"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI UTARA, SULAWESI TENGAH DAN GORONTALO",SENIOR OFFICER PERFORMANCE ASSISTANT TO MANAGER,,TURUNAN
6110,REG0175301,138146,2024,INDUK,SUDAH,Distribusi,Distribusi,8218,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,TECHNICIAN PDKB,,TURUNAN
6111,REG0175322,138161,2024,SUBHOLDING,SUDAH,Manajemen Konstruksi dan Pengadaan,Distribusi,8224,G2,,,HLY,DIMODELKAN
6112,REG0175363,138191,2023,INDUK,SUDAH,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,8215,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,TECHNICIAN PENGELOLAAN KONSTRUKSI,,TURUNAN
6113,REG0175383,138206,2024,SUBHOLDING,SUDAH,Keuangan dan Akuntansi,SDM,8213,G2,,,HLY,DIMODELKAN
6114,REG0175390,138210,2019,INDUK,SUDAH,Niaga dan Pemasaran,Niaga,8211,G2,"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",OFFICER KINERJA NIAGA DAN PEMASARAN,,TURUNAN
6115,REG0175432,138245,2019,SUBHOLDING,SUDAH,K3 dan Lingkungan,Perencanaan Sistem,8215,G2,,,EPI,DIMODELKAN
6116,REG0175451,138261,2025,INDUK,BELUM,Distribusi,Distribusi,8214,G1,,,,DIMODELKAN
6117,REG0175473,138280,2023,INDUK,SUDAH,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,8211,G1,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,JUNIOR OFFICER LOGISTIK,,TURUNAN
6118,REG0175490,138292,2024,INDUK,SUDAH,Distribusi,Distribusi,8224,G2,PT PLN (PERSERO) PUSAT PEMELIHARAAN KETENAGALISTRIKAN,TECHNICIAN PRODUKSI,,TURUNAN
6119,REG0175567,138346,2020,INDUK,SUDAH,Distribusi,Distribusi,8215,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,OFFICER KINERJA JARINGAN DISTRIBUSI,,TURUNAN
6120,REG0175576,138354,2023,INDUK,SUDAH,Perencanaan dan Kinerja,SDM,8215,G2,PT PLN (PERSERO) PUSAT PENELITIAN DAN PENGEMBANGAN KETENAGALISTRIKAN,"OFFICER PERENCANAAN, EVALUASI DAN KINERJA",,TURUNAN
6121,REG0175587,138363,2025,SUBHOLDING,BELUM,Perencanaan dan Kinerja,Keuangan,8213,G2,,,ND,DIMODELKAN
6122,REG0175642,138411,2022,SUBHOLDING,SUDAH,Teknologi Informasi,Manajemen Digital,8213,G2,,,ICON,DIMODELKAN
6123,REG0175671,138436,2023,INDUK,SUDAH,Komunikasi dan Umum,SDM,8217,G3,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN SELATAN DAN KALIMANTAN TENGAH,SENIOR OFFICER PERFORMANCE ASSISTANT TO MANAGER,,TURUNAN
6124,REG0175672,138437,2019,SUBHOLDING,SUDAH,Perencanaan dan Kinerja,Pembangkitan,8215,G2,,,NP,DIMODELKAN
6125,REG0175687,138448,2025,SUBHOLDING,BELUM,Distribusi,Transmisi dan Gardu Induk,8215,G1,,,ES,DIMODELKAN
6126,REG0175724,138475,2024,SUBHOLDING,SUDAH,Komunikasi dan Umum,Pembangkitan,8214,G2,,,BTM,DIMODELKAN
6127,REG0175742,138490,2024,INDUK,SUDAH,Perencanaan Sistem,Perencanaan Sistem,8218,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN SELATAN DAN KALIMANTAN TENGAH,OFFICER PERENCANAAN SISTEM KELISTRIKAN,,TURUNAN
6128,REG0175760,138503,2024,INDUK,SUDAH,Distribusi,Distribusi,8211,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,TECHNICIAN PENGELOLAAN KONSTRUKSI DISTRIBUSI,,TURUNAN
6129,REG0175786,138526,2024,INDUK,SUDAH,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,8213,G2,PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN KALIMANTAN BAGIAN TIMUR,OFFICER PENGENDALIAN KONSTRUKSI,,TURUNAN
6130,REG0175793,138529,2022,SUBHOLDING,SUDAH,Teknologi Informasi,Niaga,8224,G2,,,ICON,DIMODELKAN
6131,REG0175826,138558,2023,INDUK,SUDAH,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8220,G1,PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,JUNIOR TECHNICIAN PDKB GI/GITET,,TURUNAN
6132,REG0175874,138596,2024,INDUK,SUDAH,Perencanaan dan Kinerja,SDM,8211,G2,PT PLN (PERSERO) KANTOR PUSAT,TECHNICIAN PENGELOLAAN PERUBAHAN IKLIM,,TURUNAN
6133,REG0175881,138600,2025,INDUK,BELUM,Sumber Daya Manusia,SDM,8220,G2,,,,DIMODELKAN
6134,REG0175884,138603,2024,SUBHOLDING,SUDAH,Komunikasi dan Umum,Distribusi,8219,G1,,,BTM,DIMODELKAN
6135,REG0175887,138604,2019,INDUK,SUDAH,Distribusi,Distribusi,8217,G2,"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA SELATAN, JAMBI, DAN BENGKULU",OFFICER KINERJA JARINGAN DAN KONSTRUKSI DISTRIBUSI,,TURUNAN
6136,REG0175906,138622,2019,SUBHOLDING,SUDAH,Distribusi,Manajemen Digital,8213,G2,,,ICON,DIMODELKAN
6137,REG0175929,138641,2022,SUBHOLDING,SUDAH,Teknologi Informasi,Niaga,8213,G2,,,ICON,DIMODELKAN
6138,REG0175961,138663,2019,INDUK,SUDAH,Distribusi,Distribusi,8220,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,OFFICER KINERJA JARINGAN DISTRIBUSI,,TURUNAN
6139,REG0175968,138669,2019,INDUK,SUDAH,Komunikasi dan Umum,SDM,8216,G1,PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN KALIMANTAN BAGIAN TIMUR,JUNIOR OFFICER ADMINISTRASI DAN UMUM,,TURUNAN
6140,REG0175996,138688,2022,INDUK,SUDAH,Distribusi,Distribusi,8214,G1,"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI UTARA, SULAWESI TENGAH DAN GORONTALO",JUNIOR TECHNICIAN TEKNIK LAYANAN PELANGGAN,,TURUNAN
6141,REG0176008,138698,2023,INDUK,SUDAH,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,8216,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI RIAU DAN KEPULAUAN RIAU,OFFICER LOGISTIK LAYANAN PELANGGAN,,TURUNAN
6142,REG0176010,138700,2019,INDUK,SUDAH,Komunikasi dan Umum,SDM,8214,G2,"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA SELATAN, JAMBI, DAN BENGKULU",OFFICER PRIORITY ACCOUNT EXECUTIVE,,TURUNAN
6143,REG0176032,138715,2023,SUBHOLDING,SUDAH,Audit dan Risiko,Pembangkitan,8214,G2,,,IP,DIMODELKAN
6144,REG0176052,138732,2024,INDUK,SUDAH,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8219,G1,PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK,,TURUNAN
6145,REG0176068,138745,2025,SUBHOLDING,BELUM,Niaga dan Pemasaran,Pembangkitan,8211,G2,,,IP,DIMODELKAN
6146,REG0176080,138753,2024,INDUK,SUDAH,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,8213,G2,PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN TIMUR DAN BALI,OFFICER PELAKSANA PENGADAAN,,TURUNAN
6147,REG0176095,138763,2023,SUBHOLDING,SUDAH,Niaga dan Pemasaran,Keuangan,8214,G2,,,ND,DIMODELKAN
6148,REG0176116,138780,2023,INDUK,SUDAH,Perencanaan Sistem,Perencanaan Sistem,8218,G2,PT PLN (PERSERO) KANTOR PUSAT,OFFICER MANAJEMEN DAN ENJINIRING DATA PERUSAHAAN,,TURUNAN
6149,REG0176119,138782,2024,SUBHOLDING,SUDAH,K3 dan Lingkungan,Manajemen Digital,8215,G1,,,ICON,DIMODELKAN
6150,REG0176120,138783,2025,INDUK,BELUM,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8212,G2,,,,DIMODELKAN
6151,REG0176136,138796,2024,SUBHOLDING,SUDAH,Distribusi,Manajemen Digital,8215,G1,,,ICON,DIMODELKAN
6152,REG0176150,138809,2019,SUBHOLDING,SUDAH,Distribusi,Perencanaan Sistem,8224,G1,,,EPI,DIMODELKAN
6153,REG0176194,138842,2025,INDUK,BELUM,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8217,G2,,,,DIMODELKAN
6154,REG0176205,138851,2022,INDUK,SUDAH,Komunikasi dan Umum,SDM,8224,G2,PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,OFFICER ADMINISTRASI DAN UMUM,,TURUNAN
6155,REG0176218,138860,2019,INDUK,SUDAH,Distribusi,Distribusi,8219,G1,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,JUNIOR TECHNICIAN PDKB,,TURUNAN
6156,REG0176242,138880,2024,INDUK,SUDAH,Keuangan dan Akuntansi,Keuangan,8220,G2,PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,OFFICER KEUANGAN DAN AKUNTANSI,,TURUNAN
6157,REG0176273,138904,2023,INDUK,SUDAH,Komunikasi dan Umum,SDM,8220,G2,PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN KALIMANTAN BAGIAN TIMUR,OFFICER ADMINISTRASI TEKNIK,,TURUNAN
6158,REG0176284,138910,2025,SUBHOLDING,BELUM,Distribusi,Manajemen Konstruksi dan Pengadaan,8224,G2,,,ND,DIMODELKAN
6159,REG0176335,138951,2025,SUBHOLDING,BELUM,Manajemen Konstruksi dan Pengadaan,Transmisi dan Gardu Induk,8214,G2,,,ES,DIMODELKAN
6160,REG0176396,138995,2023,INDUK,SUDAH,Audit dan Risiko,Keuangan,8224,G2,PT PLN (PERSERO) KANTOR PUSAT,OFFICER KONSULTANSI AUDIT 3A,,TURUNAN
6161,REG0176423,139014,2025,SUBHOLDING,BELUM,Keuangan dan Akuntansi,Keuangan,8220,G1,,,NP,DIMODELKAN
6162,REG0176429,139020,2025,INDUK,BELUM,Sumber Daya Manusia,SDM,8217,G2,,,,DIMODELKAN
6163,REG0176486,139067,2019,INDUK,SUDAH,Distribusi,Distribusi,8218,G1,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,JUNIOR TECHNICIAN PDKB,,TURUNAN
6164,REG0176490,139071,2024,SUBHOLDING,SUDAH,Transmisi dan Gardu Induk,Distribusi,8219,G2,,,BTM,DIMODELKAN
6165,REG0176517,139088,2019,INDUK,SUDAH,Distribusi,Distribusi,8224,G1,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,JUNIOR TECHNICIAN TEKNIK LAYANAN PELANGGAN,,TURUNAN
6166,REG0176524,139094,2019,SUBHOLDING,SUDAH,Hukum dan Kepatuhan,Keuangan,8224,G1,,,EPI,DIMODELKAN
6167,REG0176577,139135,2023,INDUK,SUDAH,Komunikasi dan Umum,SDM,8224,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,OFFICER KINERJA FASILITAS OPERASI,,TURUNAN
6168,REG0176694,139226,2023,INDUK,SUDAH,Distribusi,Distribusi,8224,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,TECHNICIAN PDKB,,TURUNAN
6169,REG0176793,139300,2022,INDUK,SUDAH,Distribusi,Distribusi,8220,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,OFFICER KINERJA KONSTRUKSI DISTRIBUSI,,TURUNAN
6170,REG0176823,139323,2025,INDUK,BELUM,Perencanaan Sistem,Perencanaan Sistem,8219,G1,,,,DIMODELKAN
6171,REG0176829,139327,2022,SUBHOLDING,SUDAH,Teknologi Informasi,Manajemen Digital,8224,G2,,,ICON,DIMODELKAN
6172,REG0176843,139337,2022,INDUK,SUDAH,Sumber Daya Manusia,SDM,8219,G1,PT PLN (PERSERO) KANTOR PUSAT,JUNIOR OFFICER PELAYANAN HUMAN CAPITAL PONTIANAK,,TURUNAN
6173,REG0176863,139345,2019,INDUK,SUDAH,Distribusi,Distribusi,8213,G2,"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",OFFICER KINERJA TRANSAKSI ENERGI LISTRIK,,TURUNAN
6174,REG0176879,139355,2019,SUBHOLDING,SUDAH,Manajemen Konstruksi dan Pengadaan,Pembangkitan,8217,G2,,,IP,DIMODELKAN
6175,REG0176925,139393,2024,INDUK,SUDAH,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8219,G1,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN PEMELIHARAAN JARINGAN TRANSMISI,,TURUNAN
6176,REG0176965,139427,2024,SUBHOLDING,SUDAH,Distribusi,Niaga,8213,G2,,,BTM,DIMODELKAN
6177,REG0176988,139447,2024,INDUK,SUDAH,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8212,G1,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,JUNIOR TECHNICIAN PEMELIHARAAN JARINGAN TRANSMISI,,TURUNAN
6178,REG0177008,139463,2025,SUBHOLDING,BELUM,Pembangkitan,Pembangkitan,8216,G2,,,IP,DIMODELKAN
6179,REG0177016,139469,2023,INDUK,SUDAH,Distribusi,Distribusi,8213,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,OFFICER KINERJA JARINGAN DISTRIBUSI,,TURUNAN
6180,REG0177019,139471,2022,INDUK,SUDAH,Perencanaan Sistem,Perencanaan Sistem,8218,G2,PT PLN (PERSERO) KANTOR PUSAT,OFFICER MANAJEMEN DAN ENJINIRING DATA PERUSAHAAN,,TURUNAN
6181,REG0177084,139516,2022,SUBHOLDING,SUDAH,Teknologi Informasi,Manajemen Digital,8216,G2,,,ICON,DIMODELKAN
6182,REG0177087,139519,2023,INDUK,SUDAH,Komunikasi dan Umum,SDM,8216,G2,"PT PLN (PERSERO) UNIT INDUK PUSAT PENGATUR BEBAN JAWA, MADURA, DAN BALI",OFFICER KINERJA FASILITAS OPERASI,,TURUNAN
6183,REG0177124,139551,2022,INDUK,SUDAH,Komunikasi dan Umum,SDM,8213,G1,PT PLN (PERSERO) KANTOR PUSAT,JUNIOR OFFICER SEKRETARIS DIREKSI,,TURUNAN
6184,REG0177133,139559,2024,SUBHOLDING,SUDAH,Keuangan dan Akuntansi,Niaga,8216,G2,,,ICON,DIMODELKAN
6185,REG0177153,139575,2024,SUBHOLDING,SUDAH,Komunikasi dan Umum,Manajemen Digital,8214,G2,,,ICON,DIMODELKAN
6186,REG0177164,139583,2023,INDUK,SUDAH,Proteksi dan Kontrol,Proteksi dan Kontrol,8216,G2,"PT PLN (PERSERO) UNIT INDUK PUSAT PENGATUR BEBAN JAWA, MADURA, DAN BALI",TECHNICIAN SCADA DAN MASTER STATION,,TURUNAN
6187,REG0177188,139605,2025,SUBHOLDING,BELUM,K3 dan Lingkungan,Proteksi dan Kontrol,8211,G2,,,ES,DIMODELKAN
6188,REG0177241,139646,2019,SUBHOLDING,SUDAH,Transmisi dan Gardu Induk,Pembangkitan,8212,G2,,,NP,DIMODELKAN
6189,REG0177248,139652,2024,INDUK,SUDAH,Komunikasi dan Umum,SDM,8212,G1,PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN TENGAH,JUNIOR OFFICER ADMINISTRASI DAN UMUM,,TURUNAN
6190,REG0177327,139710,2019,INDUK,SUDAH,Distribusi,Distribusi,8213,G1,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,JUNIOR TECHNICIAN TRANSAKSI ENERGI LAYANAN PELANGGAN,,TURUNAN
6191,REG0177338,139718,2025,SUBHOLDING,BELUM,Komunikasi dan Umum,Pembangkitan,8220,G2,,,IP,DIMODELKAN
6192,REG0177346,139722,2023,INDUK,SUDAH,Perencanaan Sistem,Perencanaan Sistem,8212,G2,PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN KALIMANTAN,OFFICER PERENCANAAN DAN EVALUASI OPERASI SISTEM,,TURUNAN
6193,REG0177368,139739,2019,SUBHOLDING,SUDAH,Manajemen Konstruksi dan Pengadaan,Manajemen Digital,8217,G2,,,ICON,DIMODELKAN
6194,REG0177386,139751,2025,SUBHOLDING,BELUM,Audit dan Risiko,Pembangkitan,8217,G1,,,IP,DIMODELKAN
6195,REG0177396,139757,2019,INDUK,SUDAH,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8215,G1,,,,DIMODELKAN
6196,REG0177402,139763,2022,SUBHOLDING,SUDAH,Teknologi Informasi,Niaga,8214,G2,,,ICON,DIMODELKAN
6197,REG0177404,139763,2024,INDUK,SUDAH,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8220,G1,PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,JUNIOR TECHNICIAN PEMELIHARAAN JARINGAN TRANSMISI DAN GARDU INDUK,,TURUNAN
6198,REG0177411,139767,2019,INDUK,SUDAH,Komunikasi dan Umum,SDM,8216,G2,PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN TIMUR DAN BALI,OFFICER ADMINISTRASI DAN UMUM,,TURUNAN
6199,REG0177430,139784,2023,INDUK,SUDAH,Teknologi Informasi,SDM,8220,G2,PT PLN (PERSERO) KANTOR PUSAT,OFFICER DIGITAL FORENSIK,,TURUNAN
6200,REG0177467,139816,2022,INDUK,SUDAH,Distribusi,Distribusi,8218,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,OFFICER KINERJA TRANSAKSI ENERGI LISTRIK,,TURUNAN
6201,REG0177478,139826,2019,INDUK,SUDAH,Keuangan dan Akuntansi,Keuangan,8214,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,OFFICER KINERJA KEUANGAN DAN UMUM,,TURUNAN
6202,REG0177495,139840,2022,INDUK,SUDAH,Komunikasi dan Umum,SDM,8211,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,OFFICER ADMINISTRASI DAN UMUM,,TURUNAN
6203,REG0177522,139859,2022,INDUK,SUDAH,Perencanaan dan Kinerja,SDM,8211,G2,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,OFFICER PERENCANAAN PENGUSAHAAN,,TURUNAN
6204,REG0177539,139873,2019,INDUK,SUDAH,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8220,G1,,,,DIMODELKAN
6205,REG0177550,139880,2025,INDUK,BELUM,Pembangkitan,Pembangkitan,8215,G2,,,,DIMODELKAN
6206,REG0177587,139906,2025,SUBHOLDING,BELUM,Transmisi dan Gardu Induk,Keuangan,8218,G1,,,ND,DIMODELKAN
6207,REG0177610,139925,2022,INDUK,SUDAH,Distribusi,Distribusi,8215,G2,PT PLN (PERSERO) PUSAT MANAJEMEN PROYEK,TECHNICIAN MANAJEMEN KONSTRUKSI JARINGAN,,TURUNAN
6208,REG0177643,139952,2024,SUBHOLDING,SUDAH,Transmisi dan Gardu Induk,Distribusi,8216,G2,,,BTM,DIMODELKAN
6209,REG0177709,140000,2019,INDUK,SUDAH,Distribusi,Distribusi,8213,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,TECHNICIAN PEMELIHARAAN APP,,TURUNAN
6210,REG0177727,140015,2023,SUBHOLDING,SUDAH,Transmisi dan Gardu Induk,Keuangan,8215,G1,,,ND,DIMODELKAN
6211,REG0177746,140028,2022,INDUK,SUDAH,Niaga dan Pemasaran,Niaga,8211,G1,PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,JUNIOR OFFICER PELAYANAN PELANGGAN,,TURUNAN
6212,REG0177768,140045,2024,INDUK,SUDAH,Distribusi,Distribusi,8215,G2,PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN KALIMANTAN,TECHNICIAN PENGENDALIAN OPERASI DAN PEMELIHARAAN,,TURUNAN
6213,REG0177788,140058,2025,INDUK,BELUM,Distribusi,Distribusi,8224,G2,,,,DIMODELKAN
6214,REG0177793,140061,2023,INDUK,SUDAH,Distribusi,Distribusi,8212,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,TECHNICIAN OPERASI DISTRIBUSI,,TURUNAN
6215,REG0177835,140094,2022,INDUK,SUDAH,Distribusi,Distribusi,8217,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI YOGYAKARTA,TECHNICIAN TEKNIK LAYANAN PELANGGAN,,TURUNAN
6216,REG0177880,140130,2025,INDUK,BELUM,Perencanaan dan Kinerja,SDM,8216,G2,,,,DIMODELKAN
6217,REG0177916,140157,2023,INDUK,SUDAH,Komunikasi dan Umum,SDM,8224,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI RIAU DAN KEPULAUAN RIAU,OFFICER ADMINISTRASI DAN UMUM,,TURUNAN
6218,REG0177926,140167,2022,SUBHOLDING,SUDAH,Teknologi Informasi,Manajemen Digital,8215,G2,,,ICON,DIMODELKAN
6219,REG0177929,140169,2024,SUBHOLDING,SUDAH,Niaga dan Pemasaran,SDM,8224,G2,,,HLY,DIMODELKAN
6220,REG0177937,140177,2023,SUBHOLDING,SUDAH,Manajemen Konstruksi dan Pengadaan,Perencanaan Sistem,8213,G2,,,IP,DIMODELKAN
6221,REG0177955,140190,2024,SUBHOLDING,SUDAH,Pembangkitan,Distribusi,8218,G2,,,HLY,DIMODELKAN
6222,REG0177969,140199,2019,INDUK,SUDAH,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,8213,G2,PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN BARAT,OFFICER PELAKSANA PENGADAAN,,TURUNAN
6223,REG0177970,140200,2024,INDUK,SUDAH,Komunikasi dan Umum,SDM,8216,G2,PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,OFFICER UMUM,,TURUNAN
6224,REG0177984,140210,2025,SUBHOLDING,BELUM,Manajemen Konstruksi dan Pengadaan,Pembangkitan,8214,G2,,,IP,DIMODELKAN
6225,REG0178009,140229,2019,INDUK,SUDAH,Niaga dan Pemasaran,Niaga,8213,G2,PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,,TURUNAN
6226,REG0178026,140243,2025,INDUK,BELUM,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,8218,G1,,,,DIMODELKAN
6227,REG0178052,140261,2024,SUBHOLDING,SUDAH,Hukum dan Kepatuhan,Transmisi dan Gardu Induk,8212,G2,,,HLY,DIMODELKAN
6228,REG0178069,140272,2020,INDUK,SUDAH,Distribusi,Distribusi,8219,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI RIAU DAN KEPULAUAN RIAU,OFFICER KINERJA JARINGAN DAN KONSTRUKSI DISTRIBUSI,,TURUNAN
6229,REG0178080,140282,2025,SUBHOLDING,BELUM,Distribusi,Pembangkitan,8213,G2,,,IP,DIMODELKAN
6230,REG0178093,140292,2024,INDUK,SUDAH,Distribusi,Distribusi,8213,G1,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,JUNIOR TECHNICIAN TRANSAKSI ENERGI LAYANAN PELANGGAN,,TURUNAN
6231,REG0178099,140296,2023,INDUK,SUDAH,Hukum dan Kepatuhan,SDM,8215,G2,PT PLN (PERSERO) KANTOR PUSAT,OFFICER HUKUM,,TURUNAN
6232,REG0178124,140316,2025,SUBHOLDING,BELUM,Perencanaan dan Kinerja,Perencanaan Sistem,8218,G2,,,IP,DIMODELKAN
