no,tahun_program,holding_ap_sh,holding_subholding,unit_pelaksana,jabatan,jurusan_pendidikan,jumlah,pendidikan,keterangan,sub_bidang,level,usulan_sebelum_potong
3786,2024,HOLDING,UIT JBT,,TECHNICIAN PEMELIHARAAN GARDU INDUK,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2024,Transmisi dan Gardu Induk,2,0.542
3787,2024,HOLDING,UIP Kalimantan Bag Barat,,OFFICER PERIZINAN DAN PERTANAHAN,S1 Logistik/Supply Chain Management,1,S1,3T,Manajemen Konstruksi dan Pengadaan,2,0.537
3788,2024,HOLDING,UIP3B Sulawesi,,OFFICER KINERJA KEUANGAN DAN UMUM,S1 Akuntansi/Administrasi Fiskal,1,S1,3T,Keuangan dan Akuntansi,2,0.534
3789,2024,HOLDING,UID Kalbar,,"OFFICER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN DAN KEAMANAN",S1 Keselamatan Dan Kesehatan Kerja/Kesehatan Masyarakat K3,1,S1,3T,K3 dan Lingkungan,2,0.532
3790,2024,HOLDING,UID Kalbar,,OFFICER KEUANGAN DAN AKUNTANSI,S1 Akuntansi/Administrasi Fiskal,1,S1,3T,Keuangan dan Akuntansi,2,0.532
3791,2024,HOLDING,UID Kalbar,,OFFICER PRIORITY ACCOUNT EXECUTIVE,S1 Komunikasi/Hubungan Masyarakat,1,S1,3T,Komunikasi dan Umum,2,0.532
3792,2024,HOLDING,UID Kalbar,,TECHNICIAN OPERASI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,0.532
3793,2024,HOLDING,UID Kalbar,,TECHNICIAN PEMELIHARAAN METER TRANSAKSI,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,0.532
3794,2024,HOLDING,UID Kalbar,,TECHNICIAN PENGELOLAAN KONSTRUKSI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,0.532
3795,2024,HOLDING,UID Kalbar,,TECHNICIAN PENGENDALIAN LISTRIK PERDESAAN,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,0.532
3796,2024,HOLDING,UID Kalbar,,TECHNICIAN PENGENDALIAN SUSUT,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,0.532
3797,2024,HOLDING,UID Kalbar,,TECHNICIAN TRANSAKSI ENERGI LISTRIK,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,0.532
3798,2024,HOLDING,UIP Sumatera Bag Utara,,OFFICER KEUANGAN DAN ANGGARAN,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2024,Keuangan dan Akuntansi,2,0.524
3799,2024,HOLDING,UIP Sumatera Bag Utara,,OFFICER PENGENDALIAN KONSTRUKSI,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2024,Manajemen Konstruksi dan Pengadaan,2,0.524
3800,2024,HOLDING,UIP Sumatera Bag Utara,,OFFICER PERENCANAAN UMUM DAN KINERJA,S1 Komunikasi/Hubungan Masyarakat,1,S1,Rekrut 2024,Komunikasi dan Umum,2,0.524
3801,2024,HOLDING,UID Banten,,OFFICER ACCOUNT EXECUTIVE,S1 Komunikasi/Hubungan Masyarakat,1,S1,Rekrut 2024,Komunikasi dan Umum,2,0.517
3802,2024,HOLDING,UID Banten,,"OFFICER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN DAN KEAMANAN",S1 Keselamatan Dan Kesehatan Kerja/Kesehatan Masyarakat K3,1,S1,Rekrut 2024,K3 dan Lingkungan,2,0.517
3803,2024,HOLDING,UID Banten,,TECHNICIAN PEMELIHARAAN DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2024,Distribusi,2,0.517
3804,2024,HOLDING,UID Banten,,TECHNICIAN PENGENDALIAN KONSTRUKSI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2024,Distribusi,2,0.517
3805,2024,HOLDING,UIP Nusa Tenggara,,OFFICER PENGENDALIAN KONSTRUKSI,S1 Logistik/Supply Chain Management,1,S1,3T,Manajemen Konstruksi dan Pengadaan,2,0.513
3806,2024,HOLDING,UIP Nusa Tenggara,,TECHNICIAN PENGENDALIAN KONSTRUKSI,S1 Logistik/Supply Chain Management,1,S1,3T,Manajemen Konstruksi dan Pengadaan,2,0.513
3807,2024,HOLDING,P3B Sumatera,,OFFICER PERENCANA PENGADAAN,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2024,Manajemen Konstruksi dan Pengadaan,2,0.511
3808,2024,HOLDING,P3B Sumatera,,OFFICER UMUM,S1 Komunikasi/Hubungan Masyarakat,1,S1,Rekrut 2024,Komunikasi dan Umum,2,0.511
3809,2024,HOLDING,P3B Sumatera,,TECHNICIAN PEMELIHARAAN JARINGAN TRANSMISI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2024,Transmisi dan Gardu Induk,2,0.511
3810,2024,HOLDING,P3B Sumatera,,"TECHNICIAN PEMELIHARAAN PROTEKSI, METER, DAN OTOMASI TRANSMISI DAN GARDUINDUK",S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2024,Transmisi dan Gardu Induk,2,0.511
3811,2024,HOLDING,UIW NusaTenggara Barat,,TECHNICIAN ENJINIRING DAN KINERJA,S1 Teknik Kimia/Teknik Lingkungan,1,S1,3T,Perencanaan Sistem,2,0.511
3812,2024,HOLDING,UID Jawa Timur,,OFFICER KOMUNIKASI,S1 Komunikasi/Hubungan Masyarakat,1,S1,Rekrut 2024,Komunikasi dan Umum,2,0.506
3813,2024,HOLDING,UID Jawa Timur,,OFFICER LOGISTIK,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2024,Manajemen Konstruksi dan Pengadaan,2,0.506
3814,2024,HOLDING,UID Jawa Barat,,OFFICER PENGENDALIAN OPERASI DAN PEMELIHARAAN,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2024,Distribusi,2,0.505
3815,2024,HOLDING,UIP Sumatera Bag Selatan,,"OFFICER ASET, PERTANAHAN DAN ROW",S1 Logistik/Supply Chain Management,1,S1,Rekrut 2024,Manajemen Konstruksi dan Pengadaan,2,0.504
3816,2024,HOLDING,PUSMANPRO,,TECHNICIAN QUALITY ASSURANCE AND QUALITY CONTROL JARINGAN,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2024,Distribusi,2,0.499
3817,2024,HOLDING,UIP Sumatera Bag Tengah,,OFFICER PENGENDALIAN KONTRAK DAN RISIKO PROYEK,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2024,Manajemen Konstruksi dan Pengadaan,2,0.487
3818,2024,HOLDING,UIP Sumatera Bag Tengah,,OFFICER PENGENDALIAN PROYEK,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2024,Manajemen Konstruksi dan Pengadaan,2,0.487
3819,2024,HOLDING,UIP Sumatera Bag Tengah,,TECHNICIAN PENGENDALIAN KONTRAK DAN PELAPORAN,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2024,Manajemen Konstruksi dan Pengadaan,2,0.487
3820,2024,HOLDING,UIP JBB,,"OFFICER KEUANGAN, PERIZINAN, PERTANAHAN DAN UMUM",S1 Logistik/Supply Chain Management,1,S1,Rekrut 2024,Manajemen Konstruksi dan Pengadaan,2,0.484
3821,2024,HOLDING,UIP JBB,,OFFICER LINGKUNGAN,S1 Keselamatan Dan Kesehatan Kerja/Kesehatan Masyarakat K3,1,S1,Rekrut 2024,K3 dan Lingkungan,2,0.484
3822,2024,HOLDING,UIP JBB,,OFFICER LOGISTIK DAN KEPABEANAN,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2024,Manajemen Konstruksi dan Pengadaan,2,0.484
3823,2024,HOLDING,UIP JBB,,OFFICER PERENCANAAN ELEKTROMEKANIK,S1 Teknik Mesin/Konversi Energi,1,S1,Rekrut 2024,Pembangkitan,2,0.484
3824,2024,HOLDING,UIP JBB,,OFFICER PERENCANAAN SIPIL,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2024,Manajemen Konstruksi dan Pengadaan,2,0.484
3825,2024,HOLDING,UIP JBB,,OFFICER PERENCANAAN UMUM DAN KINERJA,S1 Komunikasi/Hubungan Masyarakat,1,S1,Rekrut 2024,Komunikasi dan Umum,2,0.484
3826,2024,HOLDING,UIW NusaTenggaraTimur,,OFFICER ACCOUNT EXECUTIVE,S1 Komunikasi/Hubungan Masyarakat,1,S1,3T,Komunikasi dan Umum,2,0.482
3827,2024,HOLDING,UIW NusaTenggaraTimur,,OFFICER KEUANGAN,S1 Akuntansi/Administrasi Fiskal,1,S1,3T,Keuangan dan Akuntansi,2,0.482
3828,2024,HOLDING,UIW NusaTenggaraTimur,,OFFICER KINERJA JARINGAN DAN KONSTRUKSI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,0.482
3829,2024,HOLDING,UIW NusaTenggaraTimur,,OFFICER KINERJA OPERASI DAN PEMELIHARAAN PEMBANGKIT,S1 Teknik Mesin/Konversi Energi,1,S1,3T,Pembangkitan,2,0.482
3830,2024,HOLDING,UIW NusaTenggaraTimur,,OFFICER PERENCANAAN LISTRIK PERDESAAN,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,0.482
3831,2024,HOLDING,UIW NusaTenggaraTimur,,TECHNICIAN PEMELIHARAAN DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,0.482
3832,2024,HOLDING,UIW NusaTenggaraTimur,,TECHNICIAN PENGENDALIAN SUSUT,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,0.482
3833,2024,HOLDING,UID S2JB,,OFFICER ADMINISTRASI DAN UMUM,S1 Komunikasi/Hubungan Masyarakat,1,S1,3T,Komunikasi dan Umum,2,0.48
3834,2024,HOLDING,UID S2JB,,OFFICER PERENCANAAN DAN KINERJA,S1 Teknik Industri/Teknik Material,1,S1,3T,Perencanaan dan Kinerja,2,0.48
3835,2024,HOLDING,Pusat Pengatur Beban,,OFFICER OPERASI SISTEM PEMBANGKITAN,S1 Teknik Mesin/Konversi Energi,1,S1,Rekrut 2024,Pembangkitan,2,0.48
3836,2024,HOLDING,Pusat Pengatur Beban,,TECHNICIAN PROTEKSI SISTEM,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2024,Proteksi dan Kontrol,2,0.48
3837,2024,HOLDING,Pusat Pengatur Beban,,TECHNICIAN SCADA DAN MASTER STATION,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2024,Proteksi dan Kontrol,2,0.48
3838,2024,HOLDING,UIT JBTB,,OFFICER LINGKUNGAN,S1 Keselamatan Dan Kesehatan Kerja/Kesehatan Masyarakat K3,1,S1,Rekrut 2024,K3 dan Lingkungan,2,0.48
3839,2024,HOLDING,UIT JBTB,,OFFICER PERENCANAAN PENGUSAHAAN,S1 Teknik Industri/Teknik Material,1,S1,Rekrut 2024,Perencanaan dan Kinerja,2,0.48
3840,2024,HOLDING,UIT JBTB,,TECHNICIAN PEMELIHARAAN JARINGAN TRANSMISI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2024,Transmisi dan Gardu Induk,2,0.48
3841,2024,HOLDING,UID Riau & Kepri,,OFFICER KEUANGAN DAN AKUNTANSI,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2024,Keuangan dan Akuntansi,2,0.476
3842,2024,HOLDING,UID Riau & Kepri,,OFFICER LOGISTIK LAYANAN PELANGGAN,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2024,Manajemen Konstruksi dan Pengadaan,2,0.476
3843,2024,HOLDING,UID Riau & Kepri,,OFFICER PERENCANAAN SISTEM KELISTRIKAN,S1 Teknik Kimia/Teknik Lingkungan,1,S1,Rekrut 2024,Perencanaan Sistem,2,0.476
3844,2024,HOLDING,UIW Papua&Papua Barat,,OFFICER KOMUNIKASI DAN MANAJEMEN STAKEHOLDER,S1 Komunikasi/Hubungan Masyarakat,1,S1,3T,Komunikasi dan Umum,2,0.476
3845,2024,HOLDING,UIW Papua&Papua Barat,,OFFICER LINGKUNGAN,S1 Keselamatan Dan Kesehatan Kerja/Kesehatan Masyarakat K3,1,S1,3T,K3 dan Lingkungan,2,0.476
3846,2024,HOLDING,UIW Papua&Papua Barat,,OFFICER LOGISTIK,S1 Logistik/Supply Chain Management,1,S1,3T,Manajemen Konstruksi dan Pengadaan,2,0.476
3847,2024,HOLDING,UIW Papua&Papua Barat,,OFFICER PENGENDALIAN SUSUT,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,0.476
3848,2024,HOLDING,UIW Papua&Papua Barat,,OFFICER PERENCANA PENGADAAN,S1 Logistik/Supply Chain Management,1,S1,3T,Manajemen Konstruksi dan Pengadaan,2,0.476
3849,2024,HOLDING,UIW Papua&Papua Barat,,TECHNICIAN ENERGI PRIMER DAN PELUMAS,S1 Teknik Mesin/Konversi Energi,1,S1,3T,Pembangkitan,2,0.476
3850,2024,HOLDING,UIW Papua&Papua Barat,,TECHNICIAN PENGENDALIAN OPERASI SISTEM,S1 Teknik Kimia/Teknik Lingkungan,1,S1,3T,Perencanaan Sistem,2,0.476
3851,2024,HOLDING,UIW Papua&Papua Barat,,TECHNICIAN PENGENDALIAN SUSUT,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,0.476
3852,2024,HOLDING,UIP3B Sulawesi,,OFFICER KINERJA KONSTRUKSI DAN PENYALURAN,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Transmisi dan Gardu Induk,2,0.475
3853,2024,HOLDING,UIP3B Sulawesi,,TECHNICIAN PDKB GI/GITET,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Transmisi dan Gardu Induk,2,0.475
3854,2024,HOLDING,UID Suluttenggo,,OFFICER AKUNTANSI,S1 Akuntansi/Administrasi Fiskal,1,S1,3T,Keuangan dan Akuntansi,2,0.473
3855,2024,HOLDING,UID Suluttenggo,,OFFICER KINERJA JARINGAN DAN KONSTRUKSI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,0.473
3856,2024,HOLDING,UID Suluttenggo,,OFFICER KINERJA JARINGAN DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,0.473
3857,2024,HOLDING,UID Suluttenggo,,OFFICER PERENCANAAN DAN EVALUASI SISTEM DISTRIBUSI,S1 Teknik Kimia/Teknik Lingkungan,1,S1,3T,Perencanaan Sistem,2,0.473
3858,2024,HOLDING,UID Suluttenggo,,OFFICER PERENCANAAN LISTRIK PERDESAAN,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,0.473
3859,2024,HOLDING,UID Suluttenggo,,TECHNICIAN PEMELIHARAAN METER TRANSAKSI,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,0.473
3860,2024,HOLDING,UIP Sulawesi,,"OFFICER KEUANGAN, PERIZINAN, PERTANAHAN DAN UMUM",S1 Logistik/Supply Chain Management,1,S1,3T,Manajemen Konstruksi dan Pengadaan,2,0.473
3861,2024,HOLDING,UIP Sulawesi,,TECHNICIAN PROJECT SITE,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,0.473
3862,2024,HOLDING,PUSLITBANG,,OFFICER KAJIAN DAN INVESTIGASI TEKNIK DAN TEKNOLOGI SISTEM TRANSMISI DAN DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2024,Transmisi dan Gardu Induk,2,0.472
3863,2024,HOLDING,PUSLITBANG,,OFFICER KAJIAN DAN INVESTIGASI TEKNIK TEKNOLOGI SISTEM PEMBANGKITAN DAN ENERGI,S1 Teknik Mesin/Konversi Energi,1,S1,Rekrut 2024,Pembangkitan,2,0.472
3864,2024,HOLDING,PUSLITBANG,,"OFFICER PERENCANAAN, EVALUASI DAN KINERJA",S1 Teknik Industri/Teknik Material,1,S1,Rekrut 2024,Perencanaan dan Kinerja,2,0.472
3865,2024,HOLDING,PUSLITBANG,,OFFICER RISET ENERGI,S1 Komunikasi/Hubungan Masyarakat,1,S1,Rekrut 2024,Komunikasi dan Umum,2,0.472
3866,2024,HOLDING,Kantor Pusat,,OFFICER AKUNTANSI TRANSAKSI KANTOR PUSAT,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2024,Keuangan dan Akuntansi,2,0.471
3867,2024,HOLDING,Kantor Pusat,,OFFICER APLIKASI PELAYANAN PELANGGAN MOBILE,S1 Manajemen Pemasaran/Digital Marketing Dan Analytics,1,S1,Rekrut 2024,Niaga dan Pemasaran,2,0.471
3868,2024,HOLDING,Kantor Pusat,,OFFICER AUDIT DATA ANALITIK DAN CONTINUOUS AUDIT 1,S1 Data Science/Teknik Informatika,1,S1,Rekrut 2024,Teknologi Informasi,2,0.471
3869,2024,HOLDING,Kantor Pusat,,OFFICER AUDIT INVESTIGASI 1A,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2024,Audit dan Risiko,2,0.471
3870,2024,HOLDING,Kantor Pusat,,OFFICER AUDIT INVESTIGASI 2B,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2024,Audit dan Risiko,2,0.471
3871,2024,HOLDING,Kantor Pusat,,OFFICER AUDIT KEUANGAN KORPORASI 2,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2024,Keuangan dan Akuntansi,2,0.471
3872,2024,HOLDING,Kantor Pusat,,OFFICER AUDIT KEUANGAN KORPORASI 3,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2024,Keuangan dan Akuntansi,2,0.471
3873,2024,HOLDING,Kantor Pusat,,"OFFICER AUDIT KONSTRUKSI, PEMBANGKITAN, DAN EBT 1A",S1 Teknik Mesin/Konversi Energi,1,S1,Rekrut 2024,Pembangkitan,2,0.471
3874,2024,HOLDING,Kantor Pusat,,"OFFICER AUDIT KONSTRUKSI, PEMBANGKITAN, DAN EBT 1B",S1 Teknik Mesin/Konversi Energi,1,S1,Rekrut 2024,Pembangkitan,2,0.471
3875,2024,HOLDING,Kantor Pusat,,"OFFICER AUDIT KONSTRUKSI, PEMBANGKITAN, DAN EBT 1C",S1 Teknik Mesin/Konversi Energi,1,S1,Rekrut 2024,Pembangkitan,2,0.471
3876,2024,HOLDING,Kantor Pusat,,"OFFICER AUDIT KONSTRUKSI, PEMBANGKITAN, DAN EBT 1D",S1 Teknik Mesin/Konversi Energi,1,S1,Rekrut 2024,Pembangkitan,2,0.471
3877,2024,HOLDING,Kantor Pusat,,"OFFICER AUDIT KONSTRUKSI, PEMBANGKITAN, DAN EBT 2C",S1 Teknik Mesin/Konversi Energi,1,S1,Rekrut 2024,Pembangkitan,2,0.471
3878,2024,HOLDING,Kantor Pusat,,"OFFICER AUDIT KONSTRUKSI, PEMBANGKITAN, DAN EBT 3C",S1 Teknik Mesin/Konversi Energi,1,S1,Rekrut 2024,Pembangkitan,2,0.471
3879,2024,HOLDING,Kantor Pusat,,"OFFICER AUDIT NIAGA, LEGAL, HUMAN CAPITAL, DAN ENABLER 1",S1 Psikologi/Kepegawaian,1,S1,Rekrut 2024,Sumber Daya Manusia,2,0.471
3880,2024,HOLDING,Kantor Pusat,,"OFFICER AUDIT NIAGA, LEGAL, HUMAN CAPITAL, DAN ENABLER 2",S1 Psikologi/Kepegawaian,1,S1,Rekrut 2024,Sumber Daya Manusia,2,0.471
3881,2024,HOLDING,Kantor Pusat,,"OFFICER AUDIT NIAGA, LEGAL, HUMAN CAPITAL, DAN ENABLER 3",S1 Psikologi/Kepegawaian,1,S1,Rekrut 2024,Sumber Daya Manusia,2,0.471
3882,2024,HOLDING,Kantor Pusat,,"OFFICER AUDIT NIAGA, LEGAL, HUMAN CAPITAL, DAN ENABLER 4",S1 Psikologi/Kepegawaian,1,S1,Rekrut 2024,Sumber Daya Manusia,2,0.471
3883,2024,HOLDING,Kantor Pusat,,OFFICER AUDIT TRANSMISI DAN DISTRIBUSI 2B,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2024,Transmisi dan Gardu Induk,2,0.471
3884,2024,HOLDING,Kantor Pusat,,OFFICER DIGITAL FORENSIK,S1 Data Science/Teknik Informatika,1,S1,Rekrut 2024,Teknologi Informasi,2,0.471
3885,2024,HOLDING,Kantor Pusat,,OFFICER KONSULTANSI AUDIT 1A,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2024,Audit dan Risiko,2,0.471
3886,2024,HOLDING,Kantor Pusat,,OFFICER LEGAL BUSINESS PARTNER PENGADAAN ENERGI BARU TERBARUKAN,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2024,Manajemen Konstruksi dan Pengadaan,2,0.471
3887,2024,HOLDING,Kantor Pusat,,OFFICER PELAKSANA PENGADAAN EPC PEMBANGKIT NON EBT,S1 Teknik Mesin/Konversi Energi,1,S1,Rekrut 2024,Pembangkitan,2,0.471
3888,2024,HOLDING,Kantor Pusat,,OFFICER PELAKSANA PENGADAAN IPP HIDRO,S1 Teknik Mesin/Konversi Energi,1,S1,Rekrut 2024,Pembangkitan,2,0.471
3889,2024,HOLDING,Kantor Pusat,,OFFICER PELAYANAN HUMAN CAPITAL BANDUNG,S1 Psikologi/Kepegawaian,1,S1,Rekrut 2024,Sumber Daya Manusia,2,0.471
3890,2024,HOLDING,Kantor Pusat,,OFFICER PENDANAAN DAN HIBAH LUAR NEGERI,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2024,Keuangan dan Akuntansi,2,0.471
3891,2024,HOLDING,Kantor Pusat,,OFFICER PENGELOLA ADMINISTRASI DAN UMUM,S1 Komunikasi/Hubungan Masyarakat,1,S1,Rekrut 2024,Komunikasi dan Umum,2,0.471
3892,2024,HOLDING,Kantor Pusat,,OFFICER PENGEMBANGAN EXPERT,S1 Teknik Industri/Teknik Material,1,S1,Rekrut 2024,Perencanaan dan Kinerja,2,0.471
3893,2024,HOLDING,Kantor Pusat,,OFFICER PENGEMBANGAN SISTEM ANGGARAN,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2024,Keuangan dan Akuntansi,2,0.471
3894,2024,HOLDING,Kantor Pusat,,OFFICER PENGEMBANGAN TALENTA UIP3B SUMATERA,S1 Psikologi/Kepegawaian,1,S1,Rekrut 2024,Sumber Daya Manusia,2,0.471
3895,2024,HOLDING,Kantor Pusat,,OFFICER PENGENDALIAN KINERJA DAN ANGGARAN KONSTRUKSI,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2024,Manajemen Konstruksi dan Pengadaan,2,0.471
3896,2024,HOLDING,Kantor Pusat,,OFFICER RISIKO DISTRIBUSI SUMATERA BAGIAN SELATAN,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2024,Distribusi,2,0.471
3897,2024,HOLDING,Kantor Pusat,,OFFICER RISIKO OPERASI DAN PERENCANAAN SISTEM KETENAGALISTRIKAN,S1 Teknik Kimia/Teknik Lingkungan,1,S1,Rekrut 2024,Perencanaan Sistem,2,0.471
3898,2024,HOLDING,Kantor Pusat,,"OFFICER RISIKO PERENCANAAN, KONTRAK PROYEK, DAN PMO",S1 Logistik/Supply Chain Management,1,S1,Rekrut 2024,Manajemen Konstruksi dan Pengadaan,2,0.471
3899,2024,HOLDING,Kantor Pusat,,OFFICER SEKRETARIS DIREKSI,S1 Komunikasi/Hubungan Masyarakat,1,S1,Rekrut 2024,Komunikasi dan Umum,2,0.471
3900,2024,HOLDING,Kantor Pusat,,OFFICER SISTEM TEKNOLOGI INFORMASI BALI,S1 Data Science/Teknik Informatika,1,S1,Rekrut 2024,Teknologi Informasi,2,0.471
3901,2024,HOLDING,Kantor Pusat,,OFFICER SISTEM TEKNOLOGI INFORMASI JAWA TIMUR 1,S1 Data Science/Teknik Informatika,1,S1,Rekrut 2024,Teknologi Informasi,2,0.471
3902,2024,HOLDING,Kantor Pusat,,OFFICER SISTEM TEKNOLOGI INFORMASI SUMATERA SELATAN 2,S1 Data Science/Teknik Informatika,1,S1,Rekrut 2024,Teknologi Informasi,2,0.471
3903,2024,HOLDING,Kantor Pusat,,OFFICER TRACKING,S1 Komunikasi/Hubungan Masyarakat,1,S1,Rekrut 2024,Komunikasi dan Umum,2,0.471
3904,2024,HOLDING,Kantor Pusat,,OFFICER VERIFIKASI PURCHASE ORDER KANTOR PUSAT,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2024,Keuangan dan Akuntansi,2,0.471
3905,2024,HOLDING,Kantor Pusat,,TECHNICIAN ANEKA ENERGI IPP,S1 Teknik Mesin/Konversi Energi,1,S1,Rekrut 2024,Pembangkitan,2,0.471
3906,2024,HOLDING,Kantor Pusat,,TECHNICIAN PENGELOLAAN PERUBAHAN IKLIM,S1 Teknik Industri/Teknik Material,1,S1,Rekrut 2024,Perencanaan dan Kinerja,2,0.471
3907,2024,HOLDING,UID Kaltimra,,OFFICER PELAKSANA PENGADAAN,S1 Logistik/Supply Chain Management,1,S1,3T,Manajemen Konstruksi dan Pengadaan,2,0.47
3908,2024,HOLDING,UID Kaltimra,,OFFICER PERENCANAAN SISTEM KELISTRIKAN,S1 Teknik Kimia/Teknik Lingkungan,1,S1,3T,Perencanaan Sistem,2,0.47
3909,2024,HOLDING,UID Jawa Tengah & DIY,,OFFICER KINERJA FASILITAS OPERASI,S1 Komunikasi/Hubungan Masyarakat,1,S1,Rekrut 2024,Komunikasi dan Umum,2,0.469
3910,2024,HOLDING,UID Jawa Tengah & DIY,,TECHNICIAN PEMELIHARAAN DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2024,Distribusi,2,0.469
3911,2024,HOLDING,UIT JBT,,"OFFICER KESELAMATAN, KESEHATAN KERJA DAN KEAMANAN",S1 Keselamatan Dan Kesehatan Kerja/Kesehatan Masyarakat K3,1,S1,Rekrut 2024,K3 dan Lingkungan,2,0.464
3912,2024,HOLDING,UID Bali,,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,S1 Manajemen Pemasaran/Digital Marketing Dan Analytics,1,S1,Rekrut 2024,Niaga dan Pemasaran,2,2.048
3913,2024,HOLDING,UID Jawa Barat,,TECHNICIAN TRANSAKSI ENERGI LAYANAN PELANGGAN,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2024,Distribusi,2,2.021
3914,2024,HOLDING,UID Banten,,OFFICER KINERJA JARINGAN DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2024,Distribusi,2,1.98
3915,2024,HOLDING,UID Sumut,,OFFICER KINERJA KEUANGAN DAN UMUM,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2024,Keuangan dan Akuntansi,2,1.918
3916,2024,HOLDING,UID Riau & Kepri,,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,S1 Manajemen Pemasaran/Digital Marketing Dan Analytics,1,S1,Rekrut 2024,Niaga dan Pemasaran,2,1.904
3917,2024,HOLDING,UIW Papua&Papua Barat,,TECHNICIAN OPERASI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,1.903
3918,2024,HOLDING,UID Sulselrabar,,OFFICER KINERJA KEUANGAN DAN UMUM,S1 Akuntansi/Administrasi Fiskal,1,S1,3T,Keuangan dan Akuntansi,2,1.862
3919,2024,HOLDING,UID Jawa Timur,,TECHNICIAN PENGELOLAAN KONSTRUKSI,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2024,Manajemen Konstruksi dan Pengadaan,2,1.855
