nama_posisi,jenjang_utama,level_utama,jenjang_lain,jumlah_pegawai,jumlah_unit_induk
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (KANAMIT),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (KEDATON),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (KELAPA),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (KENDAWANGAN),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (KETAHUN),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (KIT BAWEAN),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (KIT KEPULAUAN KANGEAN),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (KOTAWARINGIN LAMA),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (KOTO GARO),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (KRUI),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (KUMANIS),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (LAHEWA),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (LEKEBAI),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (LEUWI DAMAR),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (LEWA),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (LUBUK GADANG),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (LUBUK JAMBI),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (MARDINDING),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (MAUPONGGO),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (MBAY),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (MBORONG),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (MELOLO),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (MENJALIN),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (MERAKAI),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (MERLUNG),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (MUARA BADAK),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (MUARA KUANG),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (NANGA BADAU),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (NANGA TEPUAI),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (NATAL),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (NEBE),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (NGADU NGALA),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (NIPAH PANJANG),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (NUSA PENIDA),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (PAKPAK BHARAT),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (PAKUWON RATU),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (PAKUWON),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (PALINGKAU),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (PANGKALAN BANTENG),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (PANGKALAN),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (PARENGGEAN),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (PAYUNG),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (PELABUHAN DAGANG),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (PERANAP),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (PUJUD),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (PULAU KIJANG),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (PULO TIGA),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (RANSIKI),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (RAO),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (RUPAT),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (SAJINGAN),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (SALAKAN),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (SANGGAU LEDO),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (SEBABI),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (SEI APIT),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (SEMAU),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (SENTEBANG),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (SERBELAWAN),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (SIMPANG ULIM),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (SIPISPIS),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (SIRIWO),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (SOLOR BARAT),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (SOSOK),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (SUKADANA),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (SUNGAI BAHAR),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (SUNGAI KUPANG),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (SUNGAI MAS),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (SUNGSANG),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (SURULANGUN RAWAS),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (TAPAN),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (TAYAN),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (TELOK BATANG),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (TELUK MERBAU),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (TELUK PAKEDAI),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (TELUK PINANG),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (TELUK PULAU),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (TERENTANG),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (TRANSFIR)),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (TULEHU),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (TUMBANG SAMBA),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (UJUNG GADING),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (UKUI),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (YAHUKIMO),G2,11,,1,1
TEAM LEADER PENGELOLAAN UNIT SATELIT (CENGKARENG),G2,12,,1,1
TEAM LEADER PENGELOLAAN UNIT SATELIT (GRESIK),G2,12,,1,1
TEAM LEADER PENGELOLAAN UNIT TERSEBAR,G2,11,,1,1
"TEAM LEADER PENGEMBANGAN, PEMELIHARAAN DAN UMUM",G2,11,,1,1
TEAM LEADER PENGENDALIAN APP,G2,12,,20,2
TEAM LEADER PENGENDALIAN DAN PEMELIHARAAN ASET,G2,12,,21,5
TEAM LEADER PENGENDALIAN KONSTRUKSI,G2,12,,44,12
TEAM LEADER PENGENDALIAN KONSTRUKSI DAN ADMINISTRASI KONTRAK,G2,12,,41,8
TEAM LEADER PENGENDALIAN KONSTRUKSI DISTRIBUSI,G2,12,,16,2
TEAM LEADER PENGENDALIAN OPERASI BAU-BAU,G2,12,,1,1
TEAM LEADER PENGENDALIAN OPERASI KENDARI,G2,12,,1,1
TEAM LEADER PENGENDALIAN OPERASI REAL TIME A,G2,12,,18,6
TEAM LEADER PENGENDALIAN OPERASI REAL TIME B,G2,12,,18,6
TEAM LEADER PENGENDALIAN OPERASI REAL TIME C,G2,12,,18,6
TEAM LEADER PENGENDALIAN OPERASI REAL TIME D,G2,12,,18,6
TEAM LEADER PENGENDALIAN OPERASI REAL TIME E,G2,12,,16,5
TEAM LEADER PENGENDALIAN OPERASI SISTEM,G2,12,,2,2
TEAM LEADER PENGENDALIAN OPERASI SISTEM (SORONG),G2,12,,1,1
TEAM LEADER PENGENDALIAN OPERASI SISTEM (TERNATE),G2,12,,1,1
TEAM LEADER PENGENDALIAN OPERASI SULAWESI TENGAH,G2,12,,1,1
TEAM LEADER PENGENDALIAN SUSUT,G2,12,,165,22
TEAM LEADER PENYAMBUNGAN DAN PEMUTUSAN,G2,12,,20,2
TEAM LEADER PENYELENGGARAAN PEMBELAJARAN,G2,12,,11,1
TEAM LEADER PERENCANAAN DAN EVALUASI OPERASI DAN PEMELIHARAAN,G2,12,,18,18
TEAM LEADER PERENCANAAN DAN EVALUASI OPERASI SISTEM,G2,12,,17,8
TEAM LEADER PERENCANAAN DAN EVALUASI TRANSMISI,G2,12,,1,1
TEAM LEADER PERENCANAAN DAN PENGENDALIAN JASA O & M (PLTMG RANGKO),G2,12,,1,1
TEAM LEADER PERENCANAAN DAN PENGENDALIAN JASA O & M (PLTU ROPA),G2,12,,1,1
TEAM LEADER PERENCANAAN DAN PENGENDALIAN JASA O&M (PLTMG BIMA),G2,12,,1,1
TEAM LEADER PERENCANAAN DAN PENGENDALIAN JASA O&M (PLTMG MASOHI),G2,12,,1,1
TEAM LEADER PERENCANAAN DAN PENGENDALIAN JASA O&M (PLTMG MAUMERE),G2,12,,1,1
TEAM LEADER PERENCANAAN DAN PENGENDALIAN JASA O&M (PLTMG PANAF),G2,12,,1,1
TEAM LEADER PERENCANAAN DAN PENGENDALIAN JASA O&M (PLTMG SUMBAWA),G2,12,,1,1
TEAM LEADER PERENCANAAN DAN PENGENDALIAN JASA O&M (PLTMGU LOMBOK PEAKER),G2,12,,1,1
TEAM LEADER PERENCANAAN DAN PENGENDALIAN JASA O&M (PLTU AIR ANYIR),G2,12,,1,1
TEAM LEADER PERENCANAAN DAN PENGENDALIAN JASA O&M (PLTU BOLOK),G2,12,,1,1
"TEAM LEADER PERENCANAAN DAN PENGENDALIAN JASA O&M (PLTU HOLTEKAMP, PLTMG JAYAPURA PEAKER, PLTMG MPP JAYAPURA)",G2,12,,1,1
TEAM LEADER PERENCANAAN DAN PENGENDALIAN JASA O&M (PLTU JERANJANG),G2,12,,1,1
TEAM LEADER PERENCANAAN DAN PENGENDALIAN JASA O&M (PLTU SUGE),G2,12,,1,1
TEAM LEADER PERENCANAAN DAN PENGENDALIAN JASA O&M (PLTU TIDORE),G2,12,,1,1
TEAM LEADER PERENCANAAN DAN PENGENDALIAN JASA O&M (PLTU TIMOR-1),G2,12,,1,1
TEAM LEADER PERENCANAAN DAN PENGENDALIAN PRODUKSI,G2,12,,6,1
TEAM LEADER PERENCANAAN LISTRIK PERDESAAN,G2,12,,37,18
TEAM LEADER PERENCANAAN OPERASI DAN PEMELIHARAAN PEMBANGKIT,G2,12,,2,2
TEAM LEADER PERENCANAAN PENGUSAHAAN,G2,12,,40,5
TEAM LEADER PERENCANAAN SCADA,G2,12,,18,18
TEAM LEADER PERENCANAAN SISTEM,G2,12,,165,22
TEAM LEADER PERIZINAN DAN PERTANAHAN,G2,12,,39,11
TEAM LEADER PRODUKSI ELEKTRIKAL,G2,12,,2,1
TEAM LEADER PRODUKSI MEKANIKAL,G2,12,,6,1
TEAM LEADER PROGRAM PUBLIK DAN MARKETING,G2,11,,1,1
TEAM LEADER PROJECT SITE (PLTMG DOBO),G2,12,,1,1
TEAM LEADER PROJECT SITE (PLTMG NAMLEA),G2,12,,1,1
TEAM LEADER PROJECT SITE (PLTMG SAUMLAKI),G2,12,,1,1
TEAM LEADER PROJECT SITE (PLTMG SERUI),G2,12,,1,1
TEAM LEADER PROJECT SITE (PLTMG TOBELO),G2,12,,1,1
TEAM LEADER PROJECT SITE (PLTU SOFIFI),G2,12,,1,1
TEAM LEADER PROJECT SITE (PLTU SORONG),G2,12,,1,1
TEAM LEADER PROTEKSI DAN METER,G2,12,,17,17
TEAM LEADER PROTEKSI SISTEM,G2,12,,18,8
TEAM LEADER PROYEK (PLTMG SUMBAWA 2 30 MW),G2,12,,1,1
TEAM LEADER PROYEK (PLTMG WAINGAPU 10MW),G2,12,,1,1
TEAM LEADER PROYEK (PLTU ALOR 2X3MW DAN (PLTMG ALOR 10MW),G2,12,,1,1
TEAM LEADER PROYEK (PLTU BIMA 2x10 MW),G2,12,,1,1
TEAM LEADER QUALITY CONTROL,G2,12,,6,1
TEAM LEADER REMOTE TERMINAL UNIT (RTU) DAN PERIPHERAL,G2,12,,8,7
TEAM LEADER REMOTE TERMINAL UNIT (RTU) DAN PERIPHERAL (KENDARI),G2,12,,1,1
TEAM LEADER REMOTE TERMINAL UNIT (RTU) DAN PERIPHERAL (LUWUK),G2,12,,1,1
TEAM LEADER REMOTE TERMINAL UNIT (RTU) DAN PERIPHERAL (MAKASSAR),G2,12,,1,1
TEAM LEADER REMOTE TERMINAL UNIT (RTU) DAN PERIPHERAL (MANADO),G2,12,,1,1
TEAM LEADER REMOTE TERMINAL UNIT (RTU) DAN PERIPHERAL 1,G2,12,,9,9
TEAM LEADER REMOTE TERMINAL UNIT (RTU) DAN PERIPHERAL 2,G2,12,,9,9
TEAM LEADER REMOTE TERMINAL UNIT (RTU) DAN PERIPHERAL 3,G2,12,,5,5
TEAM LEADER REMOTE TERMINAL UNIT (RTU) DAN PERIPHERAL 4,G2,12,,1,1
TEAM LEADER REMOTE TERMINAL UNIT (RTU) DAN PERIPHERAL 5,G2,12,,1,1
TEAM LEADER SALES RETAIL,G2,12,,315,22
TEAM LEADER SALES RETAIL DAN PELAYANAN PELANGGAN KOTA,G2,12,,4,2
TEAM LEADER SCADA DAN MASTER STATION,G2,12,,16,6
TEAM LEADER SCADA DAN TELEKOMUNIKASI,G2,12,,20,19
TEAM LEADER SCADA DAN TELEKOMUNIKASI (KENDARI),G2,12,,1,1
TEAM LEADER SCADA DAN TELEKOMUNIKASI (MAKASSAR),G2,12,,1,1
TEAM LEADER STRATEGI OPERASI SISTEM,G2,12,,18,6
TEAM LEADER TEKNIK,G2,11,,9,3
TEAM LEADER TEKNIK LAYANAN PELANGGAN,G2,11,,819,21
TEAM LEADER TELEKOMUNIKASI,G2,12,,16,6
TEAM LEADER TRANSAKSI ENERGI,G2,11,,6,1
TEAM LEADER TRANSAKSI ENERGI LAYANAN PELANGGAN,G2,11,,825,21
TEAM LEADER TRANSAKSI ENERGI LISTRIK,G2,12,,144,21
TEAM LEADER TRANSAKSI TENAGA LISTRIK DAN METERING,G2,12,,20,8
TECHNICIAN  OPERASI REAL TIME C,G2,11,,1,1
TECHNICIAN  OPERASI REAL TIME D,G2,11,,1,1
TECHNICIAN ANALISA DAN EVALUASI GANGGUAN,G2,11,,2,1
TECHNICIAN ANEKA ENERGI IPP,G2,12,,5,1
TECHNICIAN ANEKA ENERGI PLN,G2,12,,4,1
TECHNICIAN APLIKASI SCADA,G2,12,,3,1
TECHNICIAN AUTOMATIC METER READING (AMR),G2,12,,1,1
TECHNICIAN BIO ENERGI,G2,12,,3,1
TECHNICIAN DATA DAN GAMBAR,G2,11,,1,1
TECHNICIAN ELEKTROMEKANIK,G2,12,,5,1
TECHNICIAN ENERGI BARU DAN TERBARUKAN,G2,11,,2,1
TECHNICIAN ENERGI HIDRO IPP,G2,12,,1,1
TECHNICIAN ENERGI HIDRO PLN,G2,12,,3,1
TECHNICIAN ENERGI PRIMER DAN PELUMAS,G2,11,,6,3
"TECHNICIAN ENERGI PRIMER JAWA, MADURA DAN BALI",G2,12,,1,1
"TECHNICIAN ENERGI PRIMER SULAWESI, MALUKU, PAPUA, DAN NUSA TENGGARA",G2,12,,2,1
TECHNICIAN ENERGI PRIMER SUMATERA DAN KALIMANTAN,G2,12,,2,1
TECHNICIAN ENGINEERING DAN POLICY ANALYSIS,G2,12,,1,1
TECHNICIAN ENJINIRING,G2,11,,6,2
TECHNICIAN ENJINIRING DAN KINERJA,G2,11,,13,3
TECHNICIAN ENJINIRING PEMBANGKIT EBT,G2,11,,1,1
TECHNICIAN ENJINIRING PEMBANGKIT NON EBT,G2,12,,2,1
"TECHNICIAN ENJINIRING TEKNOLOGI TRANSMISI KALIMANTAN, SULAWESI, MALUKU,PAPUA DAN NUSA TENGGARA",G2,12,,1,1
"TECHNICIAN ENJINIRING TEKNOLOGI TRANSMISI SUMATERA, JAWA, MADURA, DANBALI",G2,12,,1,1
TECHNICIAN ENJINIRING TRANSMISI DAN GARDU INDUK,G2,12,,2,1
TECHNICIAN ENVIRONMENTAL SAFEGUARD,G2,12,,3,1
"TECHNICIAN ENVIRONMENTAL, SOCIAL, AND GOVERNANCE RATING",G2,12,,1,1
TECHNICIAN FASILITAS OPERASI,G2,11,,4,1
TECHNICIAN HARDWARE DAN SOFTWARE METERING,G2,12,,1,1
TECHNICIAN HARDWARE MASTER STATION,G2,11,,2,2
TECHNICIAN IMPLEMENTASI ASSET MANAGEMENT DISTRIBUSI,G2,12,,1,1
TECHNICIAN IMPLEMENTASI ASSET MANAGEMENT KORPORAT,G2,11,,1,1
TECHNICIAN JARINGAN,G2,12,,6,1
TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK,G2,11,,23,3
TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (BANARAN),G2,11,,1,1
TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (BUMICOKRO),G2,11,,1,1
TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (GI JAJAR),G2,11,,1,1
TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (GI KADIPATEN),G2,11,,1,1
TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (GI TAMBAK LOROK),G2,11,,1,1
TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (GI TAMBUN),G2,11,,1,1
TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (GI WONOSOBO),G2,11,,1,1
TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (GITET KEDIRI),G2,11,,1,1
TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (GULUK-GULUK),G2,11,,1,1
TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (PLTU GRESIK),G2,11,,1,1
TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK TEGANGAN EKSTRA TINGGI,G2,11,,13,2
TECHNICIAN KESELAMATAN DAN KESEHATAN KERJA DISTRIBUSI,G2,12,,2,1
"TECHNICIAN KESELAMATAN DAN KESEHATAN KERJA PEMBANGKITAN, PROYEK, DAN KANTOR PUSAT",G2,12,,1,1
TECHNICIAN KESELAMATAN DAN KESEHATAN KERJA TRANSMISI,G2,12,,2,1
TECHNICIAN KINERJA OPERASI SISTEM DISTRIBUSI,G2,12,,2,2
TECHNICIAN KOMISIONING SISTEM PEMBANGKIT,G2,12,,21,1
TECHNICIAN KONSTRUKSI JARINGAN,G2,12,,6,1
TECHNICIAN KONSTRUKSI LISTRIK PERDESAAN,G2,11,,44,10
TECHNICIAN KONSTRUKSI PEMBANGKIT,G2,12,,7,1
"TECHNICIAN KONSTRUKSI TRANSMISI KALIMANTAN, SULAWESI, MALUKU, PAPUA DAN NUSA TENGGARA",G2,12,,1,1
"TECHNICIAN KONSTRUKSI TRANSMISI SUMATERA, JAWA, MADURA DAN BALI",G2,12,,1,1
"TECHNICIAN KUALITAS DAN EFISIENSI DISTRIBUSI JAWA, MADURA, DAN BALI",G2,12,,2,1
"TECHNICIAN KUALITAS DAN EFISIENSI DISTRIBUSI SULAWESI, MALUKU, PAPUA, DAN NUSA TENGGARA",G2,12,,1,1
TECHNICIAN KUALITAS DAN EFISIENSI DISTRIBUSI SUMATERA DAN KALIMANTAN,G2,12,,1,1
TECHNICIAN LABORATORIUM,G2,12,,1,1
TECHNICIAN MANAJEMEN ASET TRANSMISI,G2,12,,2,1
TECHNICIAN MANAJEMEN KELAYAKAN INFRASTRUKTUR TRANSMISI DAN GARDU INDUK,G2,12,,1,1
TECHNICIAN MANAJEMEN KONSTRUKSI JARINGAN,G2,12,,118,1
TECHNICIAN MANAJEMEN KONSTRUKSI PEMBANGKITAN,G2,12,,42,1
TECHNICIAN MANAJEMEN KONSTRUKSI SIPIL,G2,12,,2,1
TECHNICIAN MASTER STATION,G2,12,,4,2
"TECHNICIAN OPERASI DAN PEMELIHARAAN GARDU INDUK KALIMANTAN, SULAWESI,MALUKU, PAPUA DAN NUSA TENGGARA",G2,12,,1,1
TECHNICIAN OPERASI DAN PEMELIHARAAN METER ELEKTRONIK,G2,11,,3,2
TECHNICIAN OPERASI DISTRIBUSI,G2,11,,117,21
"TECHNICIAN OPERASI PEMBANGKITAN IPP JAWA, MADURA, DAN BALI",G2,12,,2,1
"TECHNICIAN OPERASI PEMBANGKITAN IPP SULAWESI, MALUKU, PAPUA, DAN NUSA TENGGARA",G2,11,,2,1
TECHNICIAN OPERASI PEMBANGKITAN IPP SUMATERA DAN KALIMANTAN,G2,12,,2,1
"TECHNICIAN OPERASI PEMBANGKITAN PLN SULAWESI, MALUKU, PAPUA, DAN NUSA TENGGARA",G2,12,,2,1
"TECHNICIAN OPERASI PEMBANGKITAN SUBHOLDING DAN ANAK PERUSAHAAN JAWA, MADURA, DAN BALI",G2,12,,1,1
"TECHNICIAN OPERASI PEMBANGKITAN SUBHOLDING DAN ANAK PERUSAHAAN SULAWESI,MALUKU, PAPUA, DAN NUSA TENGGARA",G2,12,,1,1
TECHNICIAN OPERASI PEMBANGKITAN SUBHOLDING DAN ANAK PERUSAHAAN SUMATERA DAN KALIMANTAN,G2,12,,1,1
TECHNICIAN OPERASI PENGATUR BEBAN,G2,11,,2,1
TECHNICIAN OPERASI PUSAT LISTRIK,G2,11,,16,2
TECHNICIAN OPERASI REAL TIME A,G2,11,,7,4
TECHNICIAN OPERASI REAL TIME B,G2,11,,10,5
TECHNICIAN OPERASI REAL TIME C,G2,11,,8,5
TECHNICIAN OPERASI REAL TIME D,G2,11,,4,4
TECHNICIAN OPERASI REAL TIME E,G2,11,,6,4
TECHNICIAN OPERASI SISTEM A,G2,12,,7,1
TECHNICIAN OPERASI SISTEM B,G2,12,,4,1
TECHNICIAN OPERASI SISTEM C,G2,12,,4,1
TECHNICIAN OPERASI SISTEM D,G2,12,,9,2
TECHNICIAN OPERASI SISTEM E,G2,12,,7,1
TECHNICIAN PDKB,G2,11,,370,23
TECHNICIAN PDKB GI/GITET,G2,11,,35,5
TECHNICIAN PDKB SUTT/SUTET,G2,11,,24,5
TECHNICIAN PEMELIHARAAN APP,G2,11,,7,2
TECHNICIAN PEMELIHARAAN DAN PROTEKSI,G2,11,,1,1
TECHNICIAN PEMELIHARAAN DAN PROTEKSI (BIMA),G2,11,,2,1
TECHNICIAN PEMELIHARAAN DISTRIBUSI,G2,11,,88,21
TECHNICIAN PEMELIHARAAN ELEKTROMEKANIK,G2,11,,28,11
TECHNICIAN PEMELIHARAAN ELEKTROMEKANIK (MANADO),G2,11,,2,1
TECHNICIAN PEMELIHARAAN ELEKTROMEKANIK (PALU),G2,11,,1,1
TECHNICIAN PEMELIHARAAN GARDU INDUK,G2,11,,42,6
TECHNICIAN PEMELIHARAAN GARDU INDUK (GI RUTENG),G2,11,,1,1
TECHNICIAN PEMELIHARAAN JARINGAN TRANSMISI,G2,11,,15,4
TECHNICIAN PEMELIHARAAN JARINGAN TRANSMISI (ROPA),G2,11,,1,1
TECHNICIAN PEMELIHARAAN METER TRANSAKSI,G2,11,,43,19
TECHNICIAN PEMELIHARAAN PREDIKTIF,G2,12,,3,1
"TECHNICIAN PEMELIHARAAN PROTEKSI, METER DAN OTOMASI TRANSMISI DAN GARDUINDUK",G2,11,,3,1
"TECHNICIAN PEMELIHARAAN PROTEKSI, METER, DAN OTOMASI TRANSMISI DAN GARDU INDUK",G2,11,,5,3
"TECHNICIAN PEMELIHARAAN PROTEKSI, METER, DAN OTOMASI TRANSMISI DAN GARDUINDUK",G2,11,,19,4
TECHNICIAN PEMELIHARAAN PUSAT LISTRIK,G2,11,,12,1
"TECHNICIAN PEMELIHARAAN TRANSMISI KALIMANTAN, SULAWESI, MALUKU, PAPUA DAN NUSA TENGGARA",G2,12,,1,1
"TECHNICIAN PEMELIHARAAN TRANSMISI KALIMANTAN, SULAWESI, MALUKU, PAPUA, DAN NUSA TENGGARA",G2,12,,1,1
