unit_induk,nama_posisi,jenjang,jumlah_pegawai
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,"ASSISTANT MANAGER MANAJEMEN RISIKO, KEPATUHAN, DAN SISTEM MANAJEMEN TERINTEGRASI",G3,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,ASSISTANT MANAGER PAJAK DAN ASURANSI,G3,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,"ASSISTANT MANAGER PDKB, ALAT BERAT, DAN MOBILE SUBSTATION",G3,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,ASSISTANT MANAGER PENGELOLAAN DATA ASET,G3,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,ASSISTANT MANAGER PENGENDALIAN KONSTRUKSI JARINGAN,G3,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,ASSISTANT MANAGER PENGENDALIAN KONSTRUKSI PERALATAN GARDU INDUK,G3,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,ASSISTANT MANAGER PENGENDALIAN PEMELIHARAAN GI DAN GIS,G3,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,ASSISTANT MANAGER PENGENDALIAN PEMELIHARAAN JARINGAN DAN KABEL,G3,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,ASSISTANT MANAGER PENGENDALIAN PEMELIHARAAN PROTEKSI DAN CATU DAYA,G3,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,ASSISTANT MANAGER TJSL,G3,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,ASSISTANT MANAGER UMUM,G3,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,GENERAL MANAGER,MA,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR OFFICER ASESMEN DAN DIAGNOSA,G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,"JUNIOR OFFICER ENJINIRING PROTEKSI, METER DAN OTOMASI",G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR OFFICER LOGISTIK,G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR OFFICER PERENCANAAN DAN EVALUASI PENYALURAN,G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (BABADAN),G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (BANGKALAN),G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (BONDOWOSO),G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (BUMICOKRO),G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (CARUBAN),G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (CERME),G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (GI BANDARANGURAH RAI),G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (GILI TIMUR),G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (GIS WARU),G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (GULUK-GULUK),G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (KENJERAN),G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (KRAKSAAN),G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (KUPANG),G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (LAMONGAN),G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (MAGETAN),G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (MRANGGEN),G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (NGAGEL),G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (NGAWI),G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (PADANG SAMBIAN),G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (PEMARON),G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (PLTU TANJUNG AWAR- AWAR),G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (POLEHAN),G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (SAMPANG),G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (SAWAHAN),G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (SENGGURUH),G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (SENGKALING),G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (SIMAN),G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (SUKOLILO),G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (SUKOREJO),G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (SUMENEP),G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (TANDES),G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (WARU),G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK (WONOKROMO),G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK TEGANGAN EKSTRA TINGGI,G1,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,MANAGER ADMINISTRASI KONTRAK,MD,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,MANAGER AKUNTANSI,MD,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,MANAGER ASET PROPERTI DAN UMUM,MD,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,MANAGER ENJINIRING,MD,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,"MANAGER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANAN",MD,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,MANAGER KEUANGAN DAN ANGGARAN,MD,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,MANAGER KOMUNIKASI DAN TJSL,MD,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,MANAGER MANAJEMEN ASET,MD,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,MANAGER PDKB DAN FASILITAS PEMELIHARAAN,MD,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,MANAGER PELAKSANA PENGADAAN,MD,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,MANAGER PEMELIHARAAN GARDU INDUK,MD,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,MANAGER PEMELIHARAAN JARINGAN,MD,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,MANAGER PEMELIHARAAN PROTEKSI DAN METER,MD,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,MANAGER PENGENDALIAN KONSTRUKSI DAN LOGISTIK,MD,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,MANAGER PERENCANA PENGADAAN,MD,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,MANAGER PERENCANAAN PENGUSAHAAN,MD,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,MANAGER UNIT LAYANAN TRANSMISI DAN GARDU INDUK BABAT,G3,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,MANAGER UNIT LAYANAN TRANSMISI DAN GARDU INDUK BALI SELATAN,G3,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,MANAGER UNIT LAYANAN TRANSMISI DAN GARDU INDUK BALI UTARA,G3,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,MANAGER UNIT LAYANAN TRANSMISI DAN GARDU INDUK BANGIL,G3,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,MANAGER UNIT LAYANAN TRANSMISI DAN GARDU INDUK GRESIK,G3,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,MANAGER UNIT LAYANAN TRANSMISI DAN GARDU INDUK JEMBER,G3,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,MANAGER UNIT LAYANAN TRANSMISI DAN GARDU INDUK KEDIRI,G3,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,MANAGER UNIT LAYANAN TRANSMISI DAN GARDU INDUK KRIAN,G3,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,MANAGER UNIT LAYANAN TRANSMISI DAN GARDU INDUK MADIUN,G3,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,MANAGER UNIT LAYANAN TRANSMISI DAN GARDU INDUK MALANG,G3,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,MANAGER UNIT LAYANAN TRANSMISI DAN GARDU INDUK MOJOKERTO,G3,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,MANAGER UNIT LAYANAN TRANSMISI DAN GARDU INDUK PROBOLINGGO,G3,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,MANAGER UNIT LAYANAN TRANSMISI DAN GARDU INDUK SAMPANG,G3,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,MANAGER UNIT LAYANAN TRANSMISI DAN GARDU INDUK SURABAYA SELATAN,G3,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,MANAGER UNIT LAYANAN TRANSMISI DAN GARDU INDUK SURABAYA UTARA,G3,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,MANAGER UNIT PELAKSANA TRANSMISI BALI,MD,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,MANAGER UNIT PELAKSANA TRANSMISI GRESIK,MD,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,MANAGER UNIT PELAKSANA TRANSMISI MADIUN,MD,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,MANAGER UNIT PELAKSANA TRANSMISI MALANG,MD,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,MANAGER UNIT PELAKSANA TRANSMISI PROBOLINGGO,MD,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,MANAGER UNIT PELAKSANA TRANSMISI SURABAYA,MD,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,OFFICER AKUNTANSI UMUM DAN BIAYA,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,OFFICER ASESMEN PROTEKSI DAN CATU DAYA,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,OFFICER ENJINIRING SIPIL,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,OFFICER KOMUNIKASI DAN MANAJEMEN STAKEHOLDER,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,OFFICER LOGISTIK TRANSMISI DAN GARDU INDUK,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,"OFFICER MANAJEMEN RISIKO, KEPATUHAN, DAN SISTEM MANAJEMEN TERINTEGRASI",G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,OFFICER PEMELIHARAAN GI DAN GIS,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,OFFICER PEMELIHARAAN JARINGAN,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,OFFICER PEMELIHARAAN PROTEKSI DAN CATU DAYA,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,OFFICER TJSL,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,"SENIOR MANAGER KEUANGAN, KOMUNIKASI DAN UMUM",MM,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,SENIOR MANAGER PEMELIHARAAN TRANSMISI,MM,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,SENIOR MANAGER PENGEMBANGAN SISTEM TRANSMISI,MM,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,SENIOR MANAGER PERENCANAAN,MM,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,SENIOR OFFICER AKUNTANSI,G3,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,SENIOR OFFICER LOGISTIK TRANSMISI DAN GARDU INDUK,G3,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN DAN GARDU INDUK AMPLAPURA,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (BUMICOKRO DAN PORONG),G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GI PADANG SAMBIAN),G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GIS BANGIL DAN GIS KIS),G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (GIS DARMO GRANDE DAN GISGUNUNG SARI),G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (KAPAL DAN TANAH LOT),G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (KENJERAN DAN KEDINDING),G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (KREMBANGAN DAN PERAK),G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (LUMAJANG),G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,"TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (MANISREJO, GOLANG DAN GIRINGAN)",G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (NGANJUK DAN NGANJUK II),G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (NGURAH RAI DAN PECATU),G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (PLTU GRESIK DAN WILMAR),G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,"TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (PONOROGO, DALOPO DAN NGEBEL)",G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (PROBOLINGGO),G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (SENGGURUH DAN GAMPINGAN),G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (SUKOLILO DAN KALISARI),G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (SUMENEP DAN GULUK-GULUK),G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,"TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (TULUNGAGUNG, PLTA TULUNGAGUNG DAN NEW TULUNGAGUNG)",G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (TUREN),G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK (WLINGI DAN NEW WLINGI),G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK ALTA PRIMA,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK ANTOSARI,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,"TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK BABADAN, MASPION DAN ISPATINDO",G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK BABAT,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK BALUNGBENDO,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK BAMBE,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,"TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK BANARAN, PARE DAN GUDANGGARAM",G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK BANYUWANGI,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK BATURITI,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK BLITAR BARU,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK BOJONEGORO,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK BONDOWOSO DAN SITUBONDO,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK BUDURAN DAN PORONG,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,"TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK CERME, MANYAR DAN MASPIONSBM",G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK DRIYOREJO DAN MIWON,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK GENTENG,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK GIANYAR,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK GILIMANUK,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK GILITIMUR DAN BANGKALAN,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK GONDANG WETAN DAN REJOSO,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK JOMBANG BARU,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK KARANGKATES DAN SUTAMI,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK KARANGPILANG,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK KASIHJATIM,G2,1
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,TEAM LEADER JARINGAN TRANSMISI DAN GARDU INDUK KEBONAGUNG,G2,1
